iter	RMSE
547	0.08661426847
548	0.08652935801
549	0.08645748154
550	0.08635792449
551	0.0862928567
552	0.08621048589
553	0.08614904242
554	0.0860442621
555	0.08598816316
556	0.08591065989
557	0.08584934596
558	0.08577001453
559	0.08568285733
560	0.08558746189
561	0.0855335457
562	0.08547858061
563	0.08544967737
564	0.08542926305
565	0.0853444649
566	0.08526847054
567	0.08521125886
568	0.08513074776
569	0.08511149617
570	0.08502867783
571	0.08498244161
572	0.08495689761
573	0.08486555058
574	0.08480556803
575	0.0847470215
576	0.08468748097
577	0.08463562367
578	0.08454940249
579	0.08447236329
580	0.08442199603
581	0.08435886109
582	0.08425481442
583	0.08422520896
584	0.08414440799
585	0.08408368292
586	0.08406291821
587	0.08403542904
588	0.08396371079
589	0.08389850405
590	0.08382040932
591	0.08374309203
592	0.08367873613
593	0.08361139591
594	0.08354626813
595	0.0835131757
596	0.08340469919
597	0.08332428253
598	0.0832723307
599	0.08319567471
600	0.08313397771
601	0.08312512159
602	0.08311800989
603	0.08303595
604	0.08296669536
605	0.08290911915
606	0.08286144695
607	0.08283464796
608	0.08276162625
609	0.08269616695
610	0.08260944367
611	0.08253057501
612	0.08245735384
613	0.08240233532
614	0.08234544646
615	0.0822906521
616	0.08224414057
617	0.08219036115
618	0.08210712179
619	0.08207865343
620	0.08199018187
621	0.08188526831
622	0.08181221195
623	0.08175797546
624	0.08167922398
625	0.08158081249
626	0.08149701429
627	0.08142438309
628	0.08135497656
629	0.08132584782
630	0.08126030326
631	0.0812191384
632	0.0811644858
633	0.0811114993
634	0.08106319056
635	0.08101952835
636	0.08095813743
637	0.08088971697
638	0.08083295335
639	0.08078168127
640	0.08072112295
641	0.08067566463
642	0.08065085941
643	0.08055182884
644	0.08048135443
645	0.08040877116
646	0.08034178461
647	0.08029669748
648	0.08028957601
649	0.08024270535
650	0.08021602062
651	0.0801488556
652	0.08007275789
653	0.0800452964
654	0.07997252317
655	0.07991278849
656	0.07984095245
657	0.07979177896
658	0.07978319486
659	0.0797131441
660	0.07964592674
661	0.07957746026
662	0.0795183236
663	0.07945584449
664	0.07941061146
665	0.07931028864
666	0.07930275202
667	0.07923226009
668	0.07922609498
669	0.07914150202
670	0.07907962621
671	0.07900154881
672	0.07896341823
673	0.07888524258
674	0.07880736595
675	0.07870924457
676	0.07866473454
677	0.07859621627
678	0.0785456457
679	0.07848949587
680	0.07842009205
681	0.07838063978
682	0.07830844732
683	0.07827708422
684	0.07819523629
685	0.07814640256
686	0.07810174167
687	0.07804583588
688	0.0779977809
689	0.0779261063
690	0.07789134837
691	0.07782501632
692	0.07779500144
693	0.07778910153
694	0.07774910039
695	0.0777091527
696	0.07763766446
697	0.0775614976
698	0.07750522086
699	0.07748091402
700	0.07744267695
701	0.07736954472
702	0.07733850386
703	0.07726221359
704	0.07719809371
705	0.07714233861
706	0.07706934686
707	0.07698297384
708	0.07695073036
709	0.07694503795
710	0.07688387899
711	0.07682558683
712	0.07676768639
713	0.07670085998
714	0.07669523864
715	0.07666338736
716	0.07664955766
717	0.07658216136
718	0.07652440579
719	0.0764728174
720	0.07646525259
721	0.07639750145
722	0.07639200437
723	0.0763348608
724	0.07627104034
725	0.07622598405
726	0.07620894237
727	0.07616906372
728	0.07609859758
729	0.07607299406
730	0.07606568699
731	0.07601802547
732	0.07597398249
733	0.07591353772
734	0.07585618715
735	0.07578539241
736	0.07576358733
737	0.07568171635
738	0.07563464455
739	0.07559787705
740	0.07556479158
741	0.07550587904
742	0.07542638611
743	0.07539383546
744	0.07533266301
745	0.0752654153
746	0.07520530173
747	0.07516016677
748	0.07510194761
749	0.07505193829
750	0.0750445426
751	0.07500102919
752	0.07494399938
753	0.07485522783
754	0.07483273414
755	0.07479580664
756	0.07474549642
757	0.07470104636
758	0.07463614336
759	0.07457423634
760	0.07450828353
761	0.07444738641
762	0.07438785678
763	0.07434561671
764	0.07428095524
765	0.07420894423
766	0.0741543965
767	0.07410400423
768	0.07407356529
769	0.07402636593
770	0.07399139655
771	0.07396805074
772	0.0739101922
773	0.07384539677
774	0.07382122081
775	0.07379097521
776	0.07375427957
777	0.07369399518
778	0.07367141833
779	0.0736079859
780	0.0735337243
781	0.07345189474
782	0.07340053462
783	0.07332905034
784	0.07327765992
785	0.07323808898
786	0.07318299524
787	0.07315068356
788	0.07311018072
789	0.07308852261
790	0.07304662496
791	0.07298945515
792	0.0729821563
793	0.0729297584
794	0.07290100821
795	0.07282351887
796	0.07278742076
797	0.07272765789
798	0.07268314406
799	0.07264055735
800	0.07259785485
801	0.07255086383
802	0.07250775027
803	0.07246542925
804	0.07241917663
805	0.07234705538
806	0.0723107445
807	0.07226109865
808	0.07221087745
809	0.07215042208
810	0.07210321916
811	0.07207650229
812	0.07202561964
813	0.07198720809
814	0.07195346961
815	0.07191352328
816	0.07187503506
817	0.07183307455
818	0.07177779993
819	0.07175192438
820	0.07170773969
821	0.07166650455
822	0.07162043025
823	0.07157240431
824	0.07150840411
825	0.07145768219
826	0.07143925177
827	0.07139674867
828	0.07134175475
829	0.07130077256
830	0.07124625624
831	0.0711812896
832	0.07117565436
833	0.07115471593
834	0.07108626584
835	0.07106039245
836	0.0710227338
837	0.07098271516
838	0.07094215931
839	0.07090681245
840	0.07086029882
841	0.07080618286
842	0.07078865567
843	0.07073804913
844	0.07069327818
845	0.07064637304
846	0.07059384519
847	0.0705707591
848	0.07052413206
849	0.07050158379
850	0.07049184038
851	0.07043806093
852	0.07041154246
853	0.07035933454
854	0.07031704776
855	0.07029975478
856	0.07024646118
857	0.07018838934
858	0.07017898356
859	0.07012579862
860	0.07006360472
861	0.07002009607
862	0.06997914698
863	0.06993722778
864	0.06988525379
865	0.06983946668
866	0.06980253036
867	0.06975508514
868	0.06970948979
869	0.06967912502
870	0.06967413634
871	0.06962304544
872	0.06957420705
873	0.06951387264
874	0.06946767928
875	0.06943812146
876	0.06943255583
877	0.06940762982
878	0.06938194864
879	0.06934621896
880	0.06931939871
881	0.06925572652
882	0.06921519301
883	0.06916923361
884	0.06913803088
885	0.06910586754
886	0.06910102189
887	0.06907264146
888	0.06903102188
889	0.06897172242
890	0.06893540782
891	0.06892984882
892	0.06892450131
893	0.06888768803
894	0.06884370756
895	0.06881602694
896	0.06877874121
897	0.06870065918
898	0.0686475077
899	0.06859707858
900	0.06854360215
901	0.06851907014
902	0.0684969877
903	0.06846539629
904	0.06842395766
905	0.06837790182
906	0.06834410514
907	0.06833396727
908	0.06830815491
909	0.06830330509
910	0.06827063003
911	0.06822554864
912	0.06818579064
913	0.06818103177
914	0.06814550954
915	0.06809510811
916	0.0680418687
917	0.06799652103
918	0.06795482065
919	0.06794384507
920	0.0679014419
921	0.06786296117
922	0.06782254017
923	0.06775354363
924	0.06771098451
925	0.06770528169
926	0.06766823063
927	0.06766297864
928	0.06761783681
929	0.06757899069
930	0.06753653063
931	0.06750045029
932	0.06745450145
933	0.06741648603
934	0.06738462948
935	0.06735408677
936	0.06731056093
937	0.06730330367
938	0.06724636333
939	0.06719987075
940	0.06715616883
941	0.06711229199
942	0.06707789089
943	0.06703204524
944	0.0669948318
945	0.06699071965
946	0.06693073529
947	0.0668897549
948	0.0668340125
949	0.06680316305
950	0.06676449711
951	0.06670151078
952	0.06662375304
953	0.06658395967
954	0.06656484881
955	0.06652085443
956	0.06651534273
957	0.06648881335
958	0.06645360086
959	0.06644780756
960	0.06642335697
961	0.06639195173
962	0.06636245915
963	0.0663158505
964	0.06626801838
965	0.0662210225
966	0.06618269497
967	0.06613173337
968	0.06612757279
969	0.06607066243
970	0.06604154946
971	0.06600561968
972	0.06595489497
973	0.06592787176
974	0.06589616676
975	0.06584978458
976	0.06579825925
977	0.06577177198
978	0.06571487995
979	0.06567189089
980	0.0656376599
981	0.06559794495
982	0.0655507656
983	0.06549866966
984	0.06544393498
985	0.06543936416
986	0.06543324095
987	0.0654039605
988	0.0653482995
989	0.0653289575
990	0.06530792367
991	0.06530275122
992	0.06529774999
993	0.06526346702
994	0.06521326499
995	0.06517468252
996	0.06513739248
997	0.06509460564
998	0.06504946639
999	0.06502090099
1000	0.06499989935
1001	0.06496629979
1002	0.06492781367
1003	0.06488967558
1004	0.06487003509
1005	0.0648442507
1006	0.06479911095
1007	0.06474617374
1008	0.0647232807
1009	0.0647036218
1010	0.06467296183
1011	0.06462762102
1012	0.06458048422
1013	0.0645456057
1014	0.06449835324
1015	0.06445025813
1016	0.06438059935
1017	0.06434342515
1018	0.06429445133
1019	0.06424150282
1020	0.06423191386
1021	0.06417953455
1022	0.06415846395
1023	0.06409731019
1024	0.06404474205
1025	0.06404092802
1026	0.0640050739
1027	0.06397254997
1028	0.06392953922
1029	0.06388923824
1030	0.06386325768
1031	0.06380330489
1032	0.06376565282
1033	0.06370310727
1034	0.06367005078
1035	0.0636301898
1036	0.06359530483
1037	0.06355717897
1038	0.0635042443
1039	0.06346604481
1040	0.06341185409
1041	0.06336062264
1042	0.06334844213
1043	0.06332244855
1044	0.06328516545
1045	0.06326096396
1046	0.06325205615
1047	0.06320639248
1048	0.06315821404
1049	0.06310744627
1050	0.06310341184
1051	0.06306564121
1052	0.06300727133
1053	0.06298443062
1054	0.06295222248
1055	0.06293493577
1056	0.06293037023
1057	0.06288066549
1058	0.06285668236
1059	0.06285261849
1060	0.06281413959
1061	0.06279590867
1062	0.06277442131
1063	0.06277027983
1064	0.06274879799
1065	0.06270399453
1066	0.06268526483
1067	0.06265368541
1068	0.06261307384
1069	0.06255169037
1070	0.06251833795
1071	0.06247857163
1072	0.06247451711
1073	0.06243791327
1074	0.06243427319
1075	0.06240760873
1076	0.06237546194
1077	0.06232760503
1078	0.06232344728
1079	0.0622699147
1080	0.06223568168
1081	0.06218708908
1082	0.06215356094
1083	0.06211203888
1084	0.06206548702
1085	0.06204655284
1086	0.06199849537
1087	0.06195612083
1088	0.06192543212
1089	0.06192168573
1090	0.06189424559
1091	0.06186257629
1092	0.06184397245
1093	0.06182718798
1094	0.06182221025
1095	0.06180003358
1096	0.06177509023
1097	0.06173469758
1098	0.06168081651
1099	0.06166352048
1100	0.06166019697
1101	0.0616190608
1102	0.06161554875
1103	0.06158925838
1104	0.06154841618
1105	0.06151298562
1106	0.06149460991
1107	0.06143792579
1108	0.06143446625
1109	0.06141274647
1110	0.06137982231
1111	0.06133883
1112	0.06131555101
1113	0.06125882452
1114	0.06123255685
1115	0.06119118317
1116	0.06114755004
1117	0.06109541424
1118	0.06108959043
1119	0.06103760736
1120	0.06100048331
1121	0.0609839715
1122	0.06093689083
1123	0.06088797884
1124	0.06086696748
1125	0.06083420927
1126	0.06080088438
1127	0.06075706686
1128	0.06073870369
1129	0.06069773401
1130	0.06063796131
1131	0.06063066861
1132	0.06058468488
1133	0.06055229787
1134	0.06050632197
1135	0.06047107779
1136	0.06041540114
1137	0.0603837412
1138	0.06034874131
1139	0.06031030358
1140	0.0602749145
1141	0.06022393307
1142	0.06018445917
1143	0.06014895813
1144	0.06011254021
1145	0.06007546067
1146	0.06005604293
1147	0.06002167223
1148	0.05998737674
1149	0.05997185455
1150	0.05991980978
1151	0.05989506017
1152	0.05985493036
1153	0.0598509373
1154	0.05981255531
1155	0.05977564868
1156	0.05973821814
1157	0.05970149747
1158	0.05966504648
1159	0.05963230172
1160	0.05959265679
1161	0.05955342615
1162	0.05951557621
1163	0.05946890698
1164	0.05944143322
1165	0.05940641373
1166	0.05937342403
1167	0.05932922861
1168	0.05930133851
1169	0.05927016714
1170	0.0592242963
1171	0.05919039455
1172	0.05914209125
1173	0.05910307373
1174	0.05908223849
1175	0.05904167671
1176	0.05903661916
1177	0.05901323344
1178	0.05897508318
1179	0.05897151921
1180	0.05895490022
1181	0.05891328601
1182	0.05886293475
1183	0.05882644403
1184	0.05879640209
1185	0.05879189795
1186	0.05878775742
1187	0.05875230845
1188	0.05871028427
1189	0.05868377299
1190	0.05864533351
1191	0.05862968945
1192	0.05862056009
1193	0.05858915379
1194	0.05855108471
1195	0.05852360579
1196	0.05847941716
1197	0.05842044936
1198	0.05839960512
1199	0.05833830357
1200	0.05831900522
1201	0.05827568748
1202	0.05826104312
1203	0.05822160443
1204	0.05819844088
1205	0.05818032079
1206	0.05815369208
1207	0.05815039047
1208	0.05814700158
1209	0.05809938318
1210	0.05806825027
1211	0.05804162467
1212	0.05798774979
1213	0.05796126071
1214	0.05792507881
1215	0.05790985675
1216	0.05790663986
1217	0.05784073435
1218	0.05781395944
1219	0.05778398163
1220	0.05777089441
1221	0.05773263771
1222	0.05769864161
1223	0.0576823466
1224	0.05767871278
1225	0.05767469104
1226	0.05764044575
1227	0.05761929542
1228	0.0575913786
1229	0.05755212272
1230	0.05749260938
1231	0.05745784594
1232	0.05741440179
1233	0.05739133043
1234	0.05735602558
1235	0.05735246728
1236	0.05731488454
1237	0.05728578618
1238	0.05725831334
1239	0.05722116403
1240	0.0571860269
1241	0.05715904235
1242	0.05712827291
1243	0.05709436168
1244	0.05706242035
1245	0.05701349262
1246	0.05695387841
1247	0.05690716389
1248	0.05686759722
1249	0.05683202392
1250	0.05682672125
1251	0.05682025514
1252	0.05681027713
1253	0.0568042159
1254	0.05680036665
1255	0.05676196382
1256	0.05674574933
1257	0.05670651549
1258	0.05666210924
1259	0.05663875547
1260	0.05661358077
1261	0.05660495029
1262	0.05659083321
1263	0.05658780994
1264	0.05655503567
1265	0.05653572951
1266	0.05651276996
1267	0.05647763484
1268	0.05644253158
1269	0.05643920408
1270	0.05639825875
1271	0.05634154171
1272	0.05632109519
1273	0.05629113299
1274	0.05625695266
1275	0.05622154468
1276	0.05619849626
1277	0.05616837665
1278	0.05616550455
1279	0.05616154151
1280	0.05615918336
1281	0.05615559991
1282	0.05615230056
1283	0.05611431492
1284	0.05607948555
1285	0.05605149704
1286	0.05600742709
1287	0.05598196919
1288	0.05596457706
1289	0.05593626752
1290	0.05590732854
1291	0.05587531373
1292	0.05587289055
1293	0.05585741455
1294	0.0558221356
1295	0.05578006888
1296	0.0557404194
1297	0.0557044491
1298	0.05567181618
1299	0.05564503412
1300	0.05559478823
1301	0.05556657731
1302	0.05555960737
1303	0.05553615013
1304	0.0554996292
1305	0.05549203218
1306	0.05546406674
1307	0.05546057816
1308	0.05544349824
1309	0.05541600335
1310	0.05539055602
1311	0.05536122194
1312	0.05535016107
1313	0.05529590242
1314	0.05527749691
1315	0.05523928275
1316	0.05519327019
1317	0.0551590827
1318	0.0551446472
1319	0.05511737532
1320	0.05507782675
1321	0.05505574776
1322	0.05503115096
1323	0.05498914951
1324	0.05498122139
1325	0.05494490311
1326	0.05492322927
1327	0.0549035541
1328	0.0548616935
1329	0.05483714186
1330	0.05480325076
1331	0.05476974087
1332	0.05474281722
1333	0.05472430344
1334	0.05468438928
1335	0.054642836
1336	0.05463836726
1337	0.05460143339
1338	0.05459793902
1339	0.05458362861
1340	0.0545505238
1341	0.05453359291
1342	0.05448951689
1343	0.05447010429
1344	0.05445491217
1345	0.05443976938
1346	0.05441701874
1347	0.05440262487
1348	0.05438492184
1349	0.05435496127
1350	0.05433449577
1351	0.05428359569
1352	0.05426363411
1353	0.05423460676
1354	0.05420395543
1355	0.05414930549
1356	0.05412169918
1357	0.05408922037
1358	0.05406018529
1359	0.05400374547
1360	0.05397334253
1361	0.05394939464
1362	0.05389868714
1363	0.05386235004
1364	0.05384128287
1365	0.05383660216
1366	0.05382235641
1367	0.05379405567
1368	0.0537605456
1369	0.05373807165
1370	0.05368439227
1371	0.05366190404
1372	0.05365782391
1373	0.05363719915
1374	0.0536204731
1375	0.05359243421
1376	0.05353261685
1377	0.05349181105
1378	0.05344611005
1379	0.05342464707
1380	0.05339976859
1381	0.05339643055
1382	0.05336124849
1383	0.05334157518
1384	0.0532998237
1385	0.05326125122
1386	0.05325732239
1387	0.05322977932
1388	0.05322070339
1389	0.05320479626
1390	0.05319558999
1391	0.05318797361
1392	0.05316237553
1393	0.05313975426
1394	0.0531368713
1395	0.05313372373
1396	0.05311341264
1397	0.05306207618
1398	0.0530192999
1399	0.0529834911
1400	0.05294643363
1401	0.05290889011
1402	0.05288608399
1403	0.05287232384
1404	0.05284047041
1405	0.05279873538
1406	0.05278270508
1407	0.0527471173
1408	0.05271851187
1409	0.05269118085
1410	0.05265914969
1411	0.05263612491
1412	0.05259627202
1413	0.05258244124
1414	0.0525603936
1415	0.05250863168
1416	0.05248548847
1417	0.0524525948
1418	0.05240825436
1419	0.05239114838
1420	0.0523662792
1421	0.05234376561
1422	0.05233209838
1423	0.05229174366
1424	0.05226844207
1425	0.05223613933
1426	0.05222538113
1427	0.05217976383
1428	0.0521635685
1429	0.05216033355
1430	0.05214039921
1431	0.05210896913
1432	0.05210572327
1433	0.05208318462
1434	0.05206686628
1435	0.05204313768
1436	0.0520055768
1437	0.05197724588
1438	0.05196995289
1439	0.05195668806
1440	0.0519225093
1441	0.0519018855
1442	0.05187795394
1443	0.05185495699
1444	0.05185255223
1445	0.05183080914
1446	0.0517967245
1447	0.05179307611
1448	0.05177055985
1449	0.05171894526
1450	0.05168900604
1451	0.05167888476
1452	0.05164565204
1453	0.05162390927
1454	0.0516008042
1455	0.05157887384
1456	0.05154537523
1457	0.05153302784
1458	0.05149769219
1459	0.05146142631
1460	0.05143494986
1461	0.05138003605
1462	0.05133611018
1463	0.05128345795
1464	0.05125790315
1465	0.05124332076
1466	0.05120673351
1467	0.05118224854
1468	0.05116032053
1469	0.05113544845
1470	0.05112371404
1471	0.05109201012
1472	0.05108973798
1473	0.05107424622
1474	0.05103573279
1475	0.05100306606
1476	0.05096481155
1477	0.05095859791
1478	0.05093023217
1479	0.05089859751
1480	0.0508716264
1481	0.05085466042
1482	0.05082328426
1483	0.05079450578
1484	0.05076977636
1485	0.05073839578
1486	0.05071443271
1487	0.05069092888
1488	0.05067266375
1489	0.05064830083
1490	0.05062857262
1491	0.05058664014
1492	0.05054633587
1493	0.05052624372
1494	0.05050513144
1495	0.05046867236
1496	0.05042747028
1497	0.05039313599
1498	0.05038375523
1499	0.05033774334
1500	0.05029976708
1501	0.05029043678
