iter	RMSE
1502	0.05025884483
1503	0.0502549432
1504	0.05020464576
1505	0.05020042685
1506	0.05018769704
1507	0.05014065552
1508	0.05011524459
1509	0.05011321873
1510	0.05009682723
1511	0.05006012931
1512	0.05003348409
1513	0.05003092536
1514	0.0499991379
1515	0.04998790961
1516	0.04998593369
1517	0.04996885242
1518	0.04996418325
1519	0.04994033469
1520	0.04991768837
1521	0.04988185805
1522	0.0498300355
1523	0.04978801205
1524	0.04976424622
1525	0.04975191977
1526	0.04972034325
1527	0.04969840919
1528	0.04969697734
1529	0.0496804534
1530	0.04965502957
1531	0.04965151269
1532	0.04963116548
1533	0.04961375879
1534	0.04959614337
1535	0.04956874662
1536	0.0495285445
1537	0.0495229878
1538	0.04950014229
1539	0.04948972777
1540	0.04947011875
1541	0.04942736848
1542	0.04939604982
1543	0.04937988581
1544	0.0493772323
1545	0.04935646526
1546	0.04933681878
1547	0.0493268989
1548	0.04930882076
1549	0.04928662278
1550	0.0492516018
1551	0.04922934048
1552	0.04920509012
1553	0.049170914
1554	0.04912955783
1555	0.04912722109
1556	0.04912373779
1557	0.04910033584
1558	0.04906474695
1559	0.04906118284
1560	0.04902288265
1561	0.04899433197
1562	0.04896933482
1563	0.04893772875
1564	0.04891122019
1565	0.048865824
1566	0.04883445863
1567	0.04881314821
1568	0.04878911525
1569	0.04875517194
1570	0.04873784815
1571	0.04871786414
1572	0.04868420686
1573	0.04866821537
1574	0.04862254762
1575	0.04859344444
1576	0.04854103287
1577	0.0485291898
1578	0.04852262597
1579	0.04850940171
1580	0.04848396593
1581	0.04844258015
1582	0.04842129356
1583	0.04838390011
1584	0.0483820995
1585	0.04836006296
1586	0.04832652779
1587	0.04830976411
1588	0.04828459095
1589	0.04826239395
1590	0.04824096456
1591	0.04821240249
1592	0.04817259142
1593	0.04816009195
1594	0.04811791711
1595	0.04809161604
1596	0.0480727223
1597	0.04805502116
1598	0.04803098493
1599	0.04798749039
1600	0.04795683466
1601	0.0479373829
1602	0.04789486763
1603	0.04787136079
1604	0.0478408699
1605	0.04782495897
1606	0.04782278131
1607	0.04781145147
1608	0.04777982946
1609	0.04775983366
1610	0.04774831479
1611	0.04773578673
1612	0.04773366472
1613	0.04770215281
1614	0.04769978805
1615	0.04767499495
1616	0.04766005479
1617	0.04762151747
1618	0.04757204475
1619	0.04752621579
1620	0.04752454979
1621	0.04749807197
1622	0.04746759688
1623	0.04744075422
1624	0.04740826481
1625	0.047396907
1626	0.04736856559
1627	0.04734425051
1628	0.04732816462
1629	0.04729685144
1630	0.04728050401
1631	0.04725126484
1632	0.0472300518
1633	0.04720584342
1634	0.04718400431
1635	0.04714871434
1636	0.04714643399
1637	0.04713290395
1638	0.04711183277
1639	0.04710909882
1640	0.04706168233
1641	0.04704155955
1642	0.04700940942
1643	0.04699114659
1644	0.04697967021
1645	0.04694867238
1646	0.04692829829
1647	0.04688978155
1648	0.04686334947
1649	0.04683686789
1650	0.04681004546
1651	0.04678322452
1652	0.04675970311
1653	0.04672985385
1654	0.04670335803
1655	0.04669604567
1656	0.04666821198
1657	0.04665197598
1658	0.04663454273
1659	0.04659246694
1660	0.04656207832
1661	0.04653679014
1662	0.04652892132
1663	0.04652644475
1664	0.04649764546
1665	0.04646417008
1666	0.0464520324
1667	0.04645070742
1668	0.04642750599
1669	0.04640219635
1670	0.04638139779
1671	0.0463641794
1672	0.04634697776
1673	0.04634422673
1674	0.04632951084
1675	0.04631078744
1676	0.04629636603
1677	0.0462670061
1678	0.0462370423
1679	0.04620627694
1680	0.04618575596
1681	0.04616220154
1682	0.04613962235
1683	0.0460943112
1684	0.04608303559
1685	0.04605944778
1686	0.04605346219
1687	0.04605029322
1688	0.04602016596
1689	0.04600370976
1690	0.04599675727
1691	0.04595693038
1692	0.04593014001
1693	0.04592515945
1694	0.04587776636
1695	0.04584669731
1696	0.0458269611
1697	0.04581864199
1698	0.04580392592
1699	0.04578793573
1700	0.04575991974
1701	0.04574327517
1702	0.04571363605
1703	0.04568429544
1704	0.04566487764
1705	0.0456254208
1706	0.04562213354
1707	0.04558851711
1708	0.04557490688
1709	0.045551653
1710	0.04551247915
1711	0.04548765414
1712	0.04546093227
1713	0.0454247546
1714	0.04541841686
1715	0.04539989172
1716	0.04539019833
1717	0.0453635853
1718	0.04535212768
1719	0.04533245923
1720	0.04532995893
1721	0.04530448849
1722	0.0452678094
1723	0.04524088747
1724	0.04522299589
1725	0.04522051308
1726	0.04519399122
1727	0.04514951021
1728	0.04512882212
1729	0.04509931274
1730	0.04506434541
1731	0.04504567826
1732	0.0450070806
1733	0.04498260704
1734	0.04496553205
1735	0.04494533344
1736	0.04493092589
1737	0.04490966892
1738	0.0449015893
1739	0.04488603116
1740	0.04486978879
1741	0.0448458411
1742	0.0448300548
1743	0.04480146046
1744	0.04477705293
1745	0.04476695649
1746	0.04473463712
1747	0.0447137334
1748	0.04471207334
1749	0.04468982748
1750	0.04467233737
1751	0.04466669481
1752	0.04462822451
1753	0.04461071577
1754	0.04458620619
1755	0.04455016673
1756	0.04450905426
1757	0.04448791005
1758	0.04445174927
1759	0.04443961277
1760	0.04440542422
1761	0.04436571325
1762	0.0443419872
1763	0.04431849541
1764	0.04429823493
1765	0.04427486633
1766	0.04424553252
1767	0.04424083286
1768	0.0442350901
1769	0.04421810331
1770	0.04419883473
1771	0.04416916593
1772	0.04414095311
1773	0.0441167812
1774	0.04411302977
1775	0.04408313833
1776	0.04407061274
1777	0.04404163252
1778	0.04402099972
1779	0.04399762277
1780	0.04398709679
1781	0.04395675179
1782	0.04394411354
1783	0.04392992443
1784	0.04389898076
1785	0.0438607211
1786	0.04383295819
1787	0.04381389336
1788	0.04381013523
1789	0.04378809227
1790	0.04376659712
1791	0.04375004817
1792	0.04371428047
1793	0.04369773758
1794	0.04368363992
1795	0.04364819199
1796	0.04364534382
1797	0.04362052579
1798	0.04361125005
1799	0.0436038199
1800	0.04357353157
1801	0.04355477925
1802	0.0435234676
1803	0.04350464603
1804	0.04347567041
1805	0.04343791103
1806	0.04341804328
1807	0.04339827985
1808	0.04337677337
1809	0.04336658679
1810	0.04335667282
1811	0.04334338117
1812	0.0433418628
1813	0.04333141961
1814	0.04329823471
1815	0.04327896388
1816	0.04323961272
1817	0.04323433408
1818	0.04321627993
1819	0.04320627487
1820	0.04316479219
1821	0.04315945545
1822	0.04315076355
1823	0.04312830905
1824	0.04309907299
1825	0.04308220158
1826	0.04307055428
1827	0.04306522543
1828	0.04305042086
1829	0.0430309841
1830	0.04301979504
1831	0.04299404143
1832	0.04298202095
1833	0.04295527659
1834	0.04294025086
1835	0.04292123135
1836	0.04291936905
1837	0.04289294811
1838	0.04288929878
1839	0.04285762517
1840	0.04283990895
1841	0.04283213252
1842	0.04279232281
1843	0.04277925621
1844	0.04275126086
1845	0.04273319387
1846	0.04272622433
1847	0.04270954412
1848	0.04267629621
1849	0.04265694371
1850	0.04264318541
1851	0.04261294066
1852	0.04259753649
1853	0.04259393251
1854	0.04257745809
1855	0.04255713144
1856	0.04251751276
1857	0.04250823338
1858	0.04250301714
1859	0.04248186117
1860	0.04245577084
1861	0.04243550839
1862	0.04240860548
1863	0.04238303152
1864	0.04236945371
1865	0.04234339985
1866	0.04233302144
1867	0.04231683319
1868	0.04230742112
1869	0.04228590191
1870	0.0422677415
1871	0.04225145584
1872	0.04222336593
1873	0.04220121483
1874	0.0421909828
1875	0.04217041797
1876	0.04214469525
1877	0.04211108998
1878	0.04207514385
1879	0.04207050317
1880	0.04204133168
1881	0.04202616277
1882	0.04200205728
1883	0.04199905886
1884	0.04198442346
1885	0.04196294104
1886	0.04193614237
1887	0.04190266166
1888	0.04189552812
1889	0.04187233327
1890	0.04184766312
1891	0.0418267877
1892	0.04181029235
1893	0.04180888654
1894	0.04179375152
1895	0.04178569183
1896	0.0417614308
1897	0.04174635435
1898	0.0417206543
1899	0.04169206257
1900	0.04168040833
1901	0.04164919133
1902	0.04164452252
1903	0.0416277318
1904	0.0415909184
1905	0.04156595825
1906	0.04155253501
1907	0.04155045629
1908	0.0415268967
1909	0.04151077704
1910	0.04148471332
1911	0.04145380199
1912	0.04143379359
1913	0.04140206166
1914	0.04138780419
1915	0.0413793341
1916	0.04136708359
1917	0.04135915928
1918	0.0413328885
1919	0.04130106033
1920	0.04128720181
1921	0.0412632348
1922	0.04124529055
1923	0.04123190999
1924	0.0412054153
1925	0.04120250883
1926	0.04117855791
1927	0.04115169781
1928	0.04113946663
1929	0.04112973986
1930	0.04112087934
1931	0.04111947152
1932	0.04110454885
1933	0.04109329486
1934	0.04107782023
1935	0.0410644515
1936	0.04106301545
1937	0.04103479701
1938	0.04102170572
1939	0.04100363122
1940	0.04098199801
1941	0.04095441056
1942	0.04090618828
1943	0.04089953831
1944	0.04086391223
1945	0.04084503097
1946	0.04081896153
1947	0.04079601488
1948	0.04078109797
1949	0.04076805581
1950	0.0407595188
1951	0.04073885462
1952	0.04071923653
1953	0.04069470969
1954	0.04068204008
1955	0.04067063903
1956	0.04066146846
1957	0.04064695732
1958	0.04061114647
1959	0.04057837615
1960	0.04056451399
1961	0.04054466418
1962	0.0405367459
1963	0.04051100804
1964	0.0405097377
1965	0.04049432088
1966	0.04048842723
1967	0.04045719119
1968	0.04042110109
1969	0.04041035523
1970	0.04038956391
1971	0.04037556002
1972	0.04037315793
1973	0.04036005204
1974	0.04035131103
1975	0.04033633827
1976	0.04032913021
1977	0.04030100374
1978	0.04027883368
1979	0.04027251084
1980	0.04023831089
1981	0.04022356406
1982	0.04020264975
1983	0.0402009518
1984	0.04018428261
1985	0.04016128951
1986	0.04015723152
1987	0.04013330359
1988	0.04010439861
1989	0.04007137101
1990	0.04005412614
1991	0.0400419793
1992	0.04000779747
1993	0.04000591885
1994	0.03999913037
1995	0.03997896149
1996	0.03995646976
1997	0.03994572978
1998	0.0399445903
1999	0.03993741404
2000	0.03990464219
2001	0.03988602002
2002	0.03986847208
2003	0.03986001313
2004	0.03983752482
2005	0.03982628545
2006	0.03980532309
2007	0.03978420418
2008	0.03976599014
2009	0.03975020384
2010	0.03972535177
2011	0.03970860192
2012	0.0396940157
2013	0.03967109161
2014	0.03966525562
2015	0.03965352555
2016	0.03963234717
2017	0.03961047861
2018	0.03960869327
2019	0.03959029668
2020	0.03956825436
2021	0.03956414499
2022	0.03954518084
2023	0.03951773447
2024	0.03949051684
2025	0.03947214419
2026	0.03945717574
2027	0.03945227235
2028	0.0394271965
2029	0.0394131893
2030	0.03939978793
2031	0.03938388253
2032	0.0393829756
2033	0.03936729577
2034	0.03935622978
2035	0.03935184912
2036	0.03933673037
2037	0.0393308756
2038	0.03931869158
2039	0.0393066801
2040	0.0392911964
2041	0.03927141805
2042	0.0392701253
2043	0.03926656047
2044	0.03926543006
2045	0.03923367594
2046	0.03920700259
2047	0.03918184443
2048	0.03917997586
2049	0.03915970469
2050	0.03915486603
2051	0.03913108693
2052	0.03911101385
2053	0.03909227199
2054	0.03907000721
2055	0.03906624673
2056	0.03904581849
2057	0.03903219597
2058	0.03902426865
2059	0.03899906572
2060	0.03899739324
2061	0.03898039004
2062	0.03897186052
2063	0.03896687317
2064	0.03895255047
2065	0.038941897
2066	0.0389140888
2067	0.03891183818
2068	0.03889768612
2069	0.03887637948
2070	0.03887327925
2071	0.03887034167
2072	0.03885315875
2073	0.03885235245
2074	0.03885125075
2075	0.03882883777
2076	0.03881504922
2077	0.03881060502
2078	0.03880233389
2079	0.03878277598
2080	0.03877087272
2081	0.0387538741
2082	0.03873563485
2083	0.03871543115
2084	0.03869575562
2085	0.03869445415
2086	0.0386729592
2087	0.03864241644
2088	0.03862919412
2089	0.03862142567
2090	0.03860925935
2091	0.03859664662
2092	0.03858104574
2093	0.03856144219
2094	0.03854012937
2095	0.03852689026
2096	0.03852305463
2097	0.03851951218
2098	0.03850318295
2099	0.03847684696
2100	0.0384573753
2101	0.03844945172
2102	0.03842927888
2103	0.03840125744
2104	0.03838931378
2105	0.0383874285
2106	0.03837445046
2107	0.03836382295
2108	0.03834169801
2109	0.03832334291
2110	0.0383031661
2111	0.03829174226
2112	0.03829065127
2113	0.03825814883
2114	0.03824868537
2115	0.03823016677
2116	0.0382153174
2117	0.03821102383
2118	0.03819419661
2119	0.03817888591
2120	0.03815868003
2121	0.03815646669
2122	0.03814923199
2123	0.03812947324
2124	0.03812192983
2125	0.03809789294
2126	0.0380676868
2127	0.03806658848
2128	0.038046688
2129	0.03803163258
2130	0.03801014419
2131	0.03800904682
2132	0.03799972187
2133	0.03798139006
2134	0.03795872264
2135	0.03794306413
2136	0.03791043953
2137	0.03788953049
2138	0.03787333756
2139	0.03783639702
2140	0.03781857367
2141	0.03779811689
2142	0.03778966201
2143	0.03777832537
2144	0.03775580126
2145	0.03773170214
2146	0.03770842382
2147	0.037682786
2148	0.03766194094
2149	0.03766105251
2150	0.03764761912
2151	0.03763340856
2152	0.03763052949
2153	0.03762654219
2154	0.03760690251
2155	0.03758577134
2156	0.03757506578
2157	0.03756863512
2158	0.03756578181
2159	0.03756190374
2160	0.03754513367
2161	0.03753640024
2162	0.03752159917
2163	0.03752041239
2164	0.03748831859
2165	0.03748580753
2166	0.03746460357
2167	0.03744420084
2168	0.03742259977
2169	0.0373971797
2170	0.03737394874
2171	0.03735789382
2172	0.03735722369
2173	0.03735618266
2174	0.03733400733
2175	0.03731406499
2176	0.0372859442
2177	0.03726850463
2178	0.03726120821
2179	0.03725399315
2180	0.03723359519
2181	0.03720859605
2182	0.03717548026
2183	0.0371635049
2184	0.0371446952
2185	0.03714382936
2186	0.03713734794
2187	0.03712517914
2188	0.03712368963
2189	0.03712270421
2190	0.03710849584
2191	0.03708470926
2192	0.03706574267
2193	0.03706370276
2194	0.03705663877
2195	0.03705551957
2196	0.03704884034
2197	0.03702602483
2198	0.03702147363
2199	0.03701300602
2200	0.03699324937
2201	0.03699252707
2202	0.03696904456
2203	0.03694807272
2204	0.03692758899
2205	0.03691943249
2206	0.03689861199
2207	0.03688023239
2208	0.03686195067
2209	0.03686072702
2210	0.0368442006
2211	0.03682728718
2212	0.03681880984
2213	0.03680501803
2214	0.0367905843
2215	0.03677277488
2216	0.03675951599
2217	0.0367504525
2218	0.03672526308
2219	0.03670841581
2220	0.03667647858
2221	0.03666122261
2222	0.0366423366
2223	0.03662310956
2224	0.03661227286
2225	0.0365970871
2226	0.03658591104
2227	0.03658506537
2228	0.03656099142
2229	0.03655384685
2230	0.03654334067
2231	0.0365106915
2232	0.03649427079
2233	0.03648940932
2234	0.03648362355
2235	0.03646403415
2236	0.0364451169
2237	0.03643235267
2238	0.03642090987
2239	0.0364088063
2240	0.0363837537
2241	0.03636029671
2242	0.03633845257
2243	0.03633759168
2244	0.03631781989
2245	0.03629521663
2246	0.03629347587
2247	0.03626385832
2248	0.03624478956
2249	0.03621978274
2250	0.03619457197
2251	0.03619301205
2252	0.03616450182
2253	0.03615056764
2254	0.03613883574
2255	0.03611982986
2256	0.03610289788
2257	0.03608108749
2258	0.03606237143
2259	0.03604605705
2260	0.03602271627
2261	0.03600434021
2262	0.036001514
2263	0.03599383234
2264	0.03598933147
2265	0.03598107831
2266	0.03596050334
2267	0.03594772765
2268	0.03591993199
2269	0.03591852849
2270	0.03590184927
2271	0.03589331887
2272	0.0358767523
2273	0.03585605204
2274	0.03584696763
2275	0.03583470591
2276	0.03583332832
2277	0.03583195943
2278	0.03581287116
2279	0.03581011197
2280	0.0357897743
2281	0.03577385528
2282	0.03577257035
2283	0.03576513926
2284	0.03574350369
2285	0.03572578902
2286	0.03572462789
2287	0.03570475203
2288	0.03570362865
2289	0.03568249291
2290	0.03566126057
2291	0.03564547443
2292	0.03561774253
2293	0.03560054032
2294	0.03559130426
2295	0.03557832199
2296	0.0355533492
2297	0.03554927176
2298	0.03552657969
2299	0.03550866698
2300	0.03548925427
2301	0.0354675395
2302	0.03545584464
2303	0.03543349975
2304	0.03541680871
2305	0.03539842035
2306	0.03539025904
2307	0.03538919819
2308	0.03538805191
2309	0.03538340397
2310	0.03537562427
2311	0.03536380497
2312	0.03535655515
2313	0.03534073577
2314	0.03533692043
2315	0.0353299683
2316	0.03532208451
2317	0.03530297464
2318	0.03530147375
2319	0.03528754266
2320	0.03527413262
2321	0.03525788476
2322	0.03523473016
2323	0.03520671633
2324	0.03519952122
2325	0.03518045628
2326	0.03516564386
2327	0.03515488833
2328	0.03513331463
2329	0.03510783259
2330	0.03509913776
2331	0.03508498303
2332	0.03508373291
2333	0.03505411209
2334	0.03503186519
2335	0.0350312427
2336	0.03501170309
2337	0.03499204983
2338	0.03496952731
2339	0.03495196082
2340	0.03492872763
2341	0.03492705396
2342	0.03490417846
2343	0.03488367696
2344	0.03486885722
2345	0.03486649925
2346	0.03486471921
2347	0.03484131364
2348	0.03482955317
2349	0.03482184129
2350	0.03481600698
2351	0.03479535982
2352	0.03478494182
2353	0.0347676314
2354	0.0347619887
2355	0.03476086968
2356	0.03474294196
2357	0.03473264427
2358	0.03472270714
2359	0.03470886157
2360	0.03468543749
2361	0.03468224436
2362	0.03465953232
2363	0.03463804912
2364	0.03462121302
2365	0.03461103081
2366	0.03457630616
2367	0.03456784559
2368	0.03454402038
2369	0.03452620357
2370	0.03450747888
2371	0.0344892924
2372	0.03447141925
2373	0.03446431751
2374	0.03445359526
2375	0.03444475731
2376	0.03444200462
2377	0.03443516405
2378	0.03441804943
2379	0.03441672382
2380	0.0343971225
2381	0.03438930171
2382	0.03437705638
2383	0.03435592675
2384	0.03434284372
2385	0.03433368147
2386	0.03432499612
2387	0.03430363215
2388	0.03429727062
2389	0.034296322
2390	0.03428724713
2391	0.03427272322
2392	0.03426587737
2393	0.03425985395
2394	0.03425633366
2395	0.03422773229
2396	0.03421279662
2397	0.03419253857
2398	0.03417624095
2399	0.03415672887
2400	0.03414020212
2401	0.03413553856
2402	0.03413424607
2403	0.03411491699
2404	0.03409961584
2405	0.03408839983
2406	0.03406664306
2407	0.0340488719
2408	0.03404779213
2409	0.03402326319
2410	0.03401778509
2411	0.03399199545
2412	0.03399103114
2413	0.03396943484
2414	0.03396074259
2415	0.03395024801
2416	0.03393928993
2417	0.03393193735
2418	0.03392617804
2419	0.03392020405
2420	0.03390991663
2421	0.0338957883
2422	0.03388898067
2423	0.03388790458
2424	0.03386334303
2425	0.033845761
2426	0.03382471778
2427	0.03381480099
2428	0.03380455501
2429	0.03378987285
2430	0.03378480398
2431	0.03377855991
2432	0.03376230379
2433	0.03375657855
2434	0.03374663849
2435	0.03373486103
2436	0.03373387931
2437	0.03372681488
2438	0.03371759183
2439	0.03370096006
2440	0.03368049185
2441	0.03366551617
2442	0.03364783905
2443	0.03364711102
2444	0.0336464905
2445	0.0336340982
2446	0.03361318765
2447	0.03360476348
2448	0.03360404694
2449	0.03358116198
2450	0.03356708335
2451	0.03356643896
2452	0.03354757816
2453	0.03354048234
2454	0.03353041877
2455	0.03351432931
2456	0.03350829181
2457	0.03350765796
2458	0.03348906693
2459	0.03347393261
2460	0.03346200768
2461	0.03343167302
2462	0.03341691158
2463	0.03339255069
2464	0.0333895148
2465	0.03337976258
2466	0.03337011725
2467	0.03336941102
2468	0.0333491184
2469	0.03334848694
2470	0.03334784878
2471	0.03333920411
2472	0.03333791764
2473	0.03333168338
2474	0.03331923958
2475	0.03331847546
2476	0.03330931055
2477	0.03329377069
2478	0.03327947279
2479	0.03327068078
2480	0.03326262455
2481	0.03324606915
2482	0.03324514317
2483	0.03323592892
2484	0.03322133361
2485	0.03322010083
2486	0.0332114009
2487	0.03321094502
2488	0.03320992281
2489	0.03320245028
2490	0.03319787042
2491	0.03318709615
2492	0.03316699265
2493	0.03315524425
2494	0.03314532446
2495	0.03313005636
2496	0.03312304952
2497	0.03311035845
2498	0.03309232218
2499	0.03308051145
2500	0.03305770978
2501	0.03305685408
2502	0.0330411455
2503	0.03301732086
2504	0.03299433553
2505	0.03298846934
2506	0.03296485277
2507	0.03296307363
2508	0.03294266415
2509	0.03293514497
2510	0.032926143
2511	0.03291662031
2512	0.0329157988
2513	0.03290002958
2514	0.03289408763
2515	0.03288462226
2516	0.03287698671
2517	0.03287382734
2518	0.03285012851
2519	0.03282167286
2520	0.03281173587
2521	0.03279644209
2522	0.03278903308
2523	0.0327660414
2524	0.0327422469
2525	0.03274134081
2526	0.03273102951
2527	0.03271900281
2528	0.03271442758
2529	0.03271384751
2530	0.03269424893
2531	0.03268047929
2532	0.0326624997
2533	0.03265556919
2534	0.03263868238
2535	0.032633255
2536	0.03262863013
2537	0.0326221584
2538	0.03261367266
2539	0.03260052244
2540	0.03258191726
2541	0.03257092317
2542	0.0325587743
2543	0.03254597237
2544	0.03254030202
2545	0.03251637412
2546	0.032494639
2547	0.03248010712
2548	0.03247927391
2549	0.03246126892
2550	0.03245186822
2551	0.03245120307
2552	0.03243591009
2553	0.03243476698
2554	0.03243292882
2555	0.03241353536
2556	0.03240824723
2557	0.03239555672
2558	0.03237890036
2559	0.03236737069
2560	0.03236539565
2561	0.03235034574
2562	0.03233856656
2563	0.03233756133
2564	0.0323267247
2565	0.03230659246
2566	0.03229305153
2567	0.03227827305
2568	0.03225439585
2569	0.03224044427
2570	0.03222933396
2571	0.03221778018
2572	0.03219889993
2573	0.03219045992
2574	0.03218128078
2575	0.03218070243
2576	0.03216740763
2577	0.03215204659
2578	0.03215101584
2579	0.03214668125
2580	0.03213074227
2581	0.03212049299
2582	0.03211052395
2583	0.03210561022
2584	0.03208887846
2585	0.03207270438
2586	0.03205849195
2587	0.032048225
2588	0.03203548566
2589	0.03201336823
2590	0.03199816912
2591	0.03198172599
2592	0.03197380958
2593	0.03196259921
2594	0.03193918527
2595	0.03192740125
2596	0.03191090756
2597	0.0319066189
2598	0.03188818973
2599	0.03186479199
2600	0.03185125664
2601	0.03183978038
2602	0.03182130668
2603	0.03181588996
2604	0.03180715769
2605	0.03179415921
2606	0.031768909
2607	0.03175268327
2608	0.03173045394
2609	0.03172412745
2610	0.03170142036
2611	0.0316887162
2612	0.03166637864
2613	0.03166312688
2614	0.03165547533
2615	0.03164495604
2616	0.03162937105
2617	0.03162111828
2618	0.03160366968
2619	0.03158758074
2620	0.03157463216
2621	0.03157411814
2622	0.03156383239
2623	0.03155397442
2624	0.03154266692
2625	0.0315337389
2626	0.03152270848
2627	0.03151850754
2628	0.031517323
2629	0.03149827831
2630	0.03149655431
2631	0.03148889385
2632	0.03148808817
2633	0.03148648879
2634	0.03147724244
2635	0.03146108109
2636	0.03144401069
2637	0.03143069885
2638	0.03141638293
2639	0.03140595391
2640	0.03139686288
2641	0.03138115423
2642	0.03136737027
2643	0.03134939132
2644	0.03134487087
2645	0.03132835314
2646	0.0313225302
2647	0.03131033177
2648	0.03129746022
2649	0.03129308973
2650	0.03128046764
2651	0.03126511371
2652	0.03126465339
2653	0.03125125994
2654	0.03124495055
2655	0.03122350091
2656	0.03120833883
2657	0.03119969309
2658	0.03118301435
2659	0.03117115254
2660	0.03116491739
2661	0.03114540702
2662	0.03114402461
2663	0.03112982701
2664	0.03112019641
2665	0.03110128042
2666	0.03107967727
2667	0.0310591637
2668	0.03104930058
2669	0.03103463697
2670	0.03101169361
2671	0.03099806217
2672	0.03099465662
2673	0.03098793023
2674	0.03096882265
2675	0.03095500127
2676	0.03094038859
2677	0.03092195364
2678	0.03090283418
2679	0.03089389655
2680	0.03088339402
2681	0.03086348906
2682	0.03085411274
2683	0.03083949502
2684	0.03083893048
2685	0.03083111688
2686	0.03082997586
2687	0.03082885684
2688	0.0308269567
2689	0.03081014015
2690	0.03080204562
2691	0.03079250014
2692	0.03077759379
2693	0.03075786761
2694	0.03073441818
2695	0.03071761027
2696	0.03071302752
2697	0.03069646072
2698	0.03068617705
2699	0.03067986666
2700	0.03066947331
2701	0.03066806965
2702	0.03064938088
2703	0.03063847086
2704	0.03062939794
2705	0.03062270295
2706	0.03060109787
2707	0.03060041333
2708	0.03058533471
2709	0.03057575724
2710	0.03056966399
2711	0.03056234161
2712	0.03055976487
2713	0.03055922107
2714	0.03053924432
2715	0.03052809318
2716	0.03052731928
2717	0.03051338057
2718	0.03050617753
2719	0.0304863003
2720	0.03048579526
2721	0.03047518147
2722	0.03045355224
2723	0.03044563595
2724	0.03044039034
2725	0.0304309577
2726	0.03040617843
2727	0.03038807437
2728	0.03037099403
2729	0.03035933183
2730	0.03034377646
2731	0.03033809828
2732	0.03032217027
2733	0.03030916905
2734	0.03028908436
2735	0.03028015415
2736	0.03026793434
2737	0.0302543093
2738	0.03024343482
2739	0.0302399673
2740	0.03022052363
2741	0.03021034273
2742	0.03019413629
2743	0.03018409651
2744	0.0301699766
2745	0.03015915892
2746	0.03015475789
2747	0.03014944052
2748	0.03013514194
2749	0.03012471606
2750	0.03010304796
2751	0.03008381967
2752	0.03007074425
2753	0.03005665965
2754	0.03005234881
2755	0.03003936753
2756	0.03001741235
2757	0.03001652051
2758	0.03000283366
2759	0.02998231208
2760	0.02997230793
2761	0.02995433677
2762	0.02994053205
2763	0.02993225229
2764	0.02993096158
2765	0.02993040014
2766	0.02992901199
2767	0.02992138677
2768	0.02991534232
2769	0.02991483278
2770	0.02990553954
2771	0.02990090017
2772	0.02988153561
2773	0.02986967506
2774	0.02984669623
2775	0.02983456193
2776	0.02982027964
2777	0.02981474213
2778	0.02979867139
2779	0.0297900436
2780	0.02978915247
2781	0.02977961693
2782	0.02975911579
2783	0.02974134405
2784	0.02972462449
2785	0.02970570215
2786	0.02969525427
2787	0.0296744465
2788	0.02966099565
2789	0.02964568624
2790	0.02963537248
2791	0.0296169502
2792	0.02961401242
2793	0.02959872515
2794	0.02959382512
2795	0.02958728088
2796	0.02956561189
2797	0.02954848324
2798	0.02952709463
2799	0.02950694082
2800	0.0294927244
2801	0.02948418016
2802	0.02948262766
2803	0.0294733629
2804	0.02947262617
2805	0.02945290477
2806	0.02943893537
2807	0.02943772392
2808	0.02942155098
2809	0.02941940967
2810	0.02941155627
2811	0.02940011294
2812	0.02939039336
2813	0.02937334401
2814	0.02935625338
2815	0.02934534002
2816	0.02932409477
2817	0.02931056332
2818	0.02930084133
2819	0.029290162
2820	0.02928085408
2821	0.02926568282
2822	0.02925389698
2823	0.02923421962
2824	0.02922341203
2825	0.02921048296
2826	0.02919137155
2827	0.02918581154
2828	0.02917486513
2829	0.02916132026
2830	0.02915365678
2831	0.02914092859
2832	0.02913839086
2833	0.02912692392
2834	0.02910429672
2835	0.02909911821
2836	0.02909834892
2837	0.02908614108
2838	0.02907562372
2839	0.02907199364
2840	0.02905869827
2841	0.02904498442
2842	0.02903439643
2843	0.02903385836
2844	0.0290187972
2845	0.02901814467
2846	0.02899906925
2847	0.02897972908
2848	0.02897414129
2849	0.02897160659
2850	0.02895681546
2851	0.02894296457
2852	0.02892597615
2853	0.02892149242
2854	0.02890841474
2855	0.02889310488
2856	0.02888887033
2857	0.02887088307
2858	0.02885591424
2859	0.02884364386
2860	0.02882963671
2861	0.02881675244
2862	0.02880036161
2863	0.02878154242
2864	0.02877283395
2865	0.02875435551
2866	0.02874250541
2867	0.02872167183
2868	0.0287084562
2869	0.02869637441
2870	0.02869160264
2871	0.02866843708
2872	0.02865102118
2873	0.02864189518
2874	0.02864101685
2875	0.02861990975
2876	0.02861535878
2877	0.02859192942
2878	0.02858134384
2879	0.0285651478
2880	0.02856435186
2881	0.02855298607
2882	0.02853240023
2883	0.02851979441
2884	0.02850899858
2885	0.02849917933
2886	0.02849875346
2887	0.02848632341
2888	0.02846552593
2889	0.02844890783
2890	0.02843351004
2891	0.02842198273
2892	0.02841517501
2893	0.02840412944
2894	0.02840021339
2895	0.02838628946
2896	0.02837675802
2897	0.02836525889
2898	0.02836475103
2899	0.0283496423
2900	0.02833596437
2901	0.02831804969
2902	0.028300634
