iter	Passed	Remaining
3252	8511	4571
3253	8515	4569
3254	8518	4566
3255	8520	4564
3256	8523	4561
3257	8525	4558
3258	8528	4555
3259	8530	4553
3260	8533	4550
3261	8535	4547
3262	8538	4545
3263	8540	4542
3264	8543	4539
3265	8545	4537
3266	8548	4534
3267	8551	4532
3268	8553	4529
3269	8556	4526
3270	8558	4523
3271	8560	4521
3272	8563	4518
3273	8566	4515
3274	8568	4513
3275	8570	4510
3276	8573	4507
3277	8575	4505
3278	8578	4502
3279	8581	4499
3280	8583	4497
3281	8586	4494
3282	8588	4491
3283	8590	4489
3284	8593	4486
3285	8596	4483
3286	8598	4481
3287	8601	4478
3288	8603	4475
3289	8606	4473
3290	8609	4471
3291	8613	4468
3292	8616	4466
3293	8619	4464
3294	8622	4461
3295	8625	4459
3296	8628	4456
3297	8630	4454
3298	8633	4451
3299	8635	4448
3300	8638	4445
3301	8640	4443
3302	8643	4440
3303	8645	4438
3304	8648	4435
3305	8651	4432
3306	8653	4430
3307	8656	4427
3308	8658	4424
3309	8661	4422
3310	8664	4419
3311	8667	4417
3312	8669	4414
3313	8671	4411
3314	8674	4409
3315	8677	4406
3316	8679	4404
3317	8682	4401
3318	8684	4398
3319	8687	4395
3320	8689	4393
3321	8692	4390
3322	8694	4387
3323	8697	4385
3324	8699	4382
3325	8702	4379
3326	8704	4377
3327	8706	4374
3328	8709	4371
3329	8712	4369
3330	8714	4366
3331	8716	4363
3332	8719	4360
3333	8721	4358
3334	8724	4355
3335	8726	4352
3336	8729	4350
3337	8731	4347
3338	8733	4344
3339	8736	4342
3340	8738	4339
3341	8741	4336
3342	8744	4334
3343	8746	4331
3344	8748	4328
3345	8751	4326
3346	8753	4323
3347	8756	4320
3348	8759	4318
3349	8762	4315
3350	8764	4312
3351	8766	4310
3352	8769	4307
3353	8771	4304
3354	8774	4302
3355	8777	4299
3356	8779	4296
3357	8782	4294
3358	8784	4291
3359	8786	4288
3360	8789	4286
3361	8792	4283
3362	8794	4280
3363	8797	4278
3364	8799	4275
3365	8801	4272
3366	8803	4269
3367	8806	4267
3368	8809	4264
3369	8811	4262
3370	8814	4259
3371	8816	4256
3372	8818	4253
3373	8821	4251
3374	8824	4248
3375	8827	4246
3376	8829	4243
3377	8831	4240
3378	8834	4238
3379	8836	4235
3380	8839	4232
3381	8842	4230
3382	8844	4227
3383	8846	4224
3384	8849	4221
3385	8851	4219
3386	8854	4216
3387	8857	4214
3388	8859	4211
3389	8862	4208
3390	8864	4206
3391	8866	4203
3392	8869	4200
3393	8872	4198
3394	8875	4195
3395	8877	4193
3396	8880	4190
3397	8882	4187
3398	8884	4184
3399	8887	4182
3400	8890	4179
3401	8892	4177
3402	8895	4174
3403	8897	4171
3404	8900	4169
3405	8903	4166
3406	8906	4164
3407	8908	4161
3408	8910	4158
3409	8913	4156
3410	8915	4153
3411	8918	4150
3412	8921	4148
3413	8923	4145
3414	8925	4142
3415	8928	4139
3416	8930	4137
3417	8933	4134
3418	8935	4132
3419	8938	4129
3420	8941	4126
3421	8943	4124
3422	8945	4121
3423	8948	4118
3424	8950	4116
3425	8953	4113
3426	8955	4110
3427	8958	4107
3428	8960	4105
3429	8963	4102
3430	8965	4099
3431	8968	4097
3432	8971	4094
3433	8973	4092
3434	8976	4089
3435	8978	4086
3436	8980	4084
3437	8983	4081
3438	8985	4078
3439	8988	4076
3440	8990	4073
3441	8993	4070
3442	8995	4068
3443	8998	4065
3444	9000	4062
3445	9003	4060
3446	9005	4057
3447	9007	4054
3448	9010	4051
3449	9012	4049
3450	9015	4046
3451	9017	4043
3452	9020	4041
3453	9022	4038
3454	9025	4035
3455	9027	4033
3456	9029	4030
3457	9032	4027
3458	9035	4025
3459	9038	4022
3460	9040	4020
3461	9042	4017
3462	9045	4014
3463	9047	4011
3464	9050	4009
3465	9052	4006
3466	9055	4003
3467	9057	4001
3468	9059	3998
3469	9062	3995
3470	9065	3993
3471	9067	3990
3472	9069	3987
3473	9072	3985
3474	9074	3982
3475	9076	3979
3476	9079	3976
3477	9082	3974
3478	9085	3972
3479	9087	3969
3480	9090	3966
3481	9092	3963
3482	9095	3961
3483	9097	3958
3484	9100	3956
3485	9102	3953
3486	9105	3950
3487	9107	3948
3488	9110	3945
3489	9112	3942
3490	9115	3940
3491	9117	3937
3492	9120	3934
3493	9122	3931
3494	9124	3929
3495	9127	3926
3496	9130	3924
3497	9132	3921
3498	9135	3918
3499	9137	3916
3500	9139	3913
3501	9142	3910
3502	9144	3908
3503	9147	3905
3504	9150	3902
3505	9152	3900
3506	9154	3897
3507	9157	3894
3508	9159	3892
3509	9162	3889
3510	9165	3886
3511	9167	3884
3512	9170	3881
3513	9172	3878
3514	9175	3876
3515	9177	3873
3516	9180	3871
3517	9183	3868
3518	9186	3866
3519	9188	3863
3520	9191	3860
3521	9193	3858
3522	9196	3855
3523	9198	3852
3524	9201	3850
3525	9203	3847
3526	9206	3844
3527	9208	3842
3528	9211	3839
3529	9213	3836
3530	9216	3834
3531	9219	3831
3532	9221	3828
3533	9223	3826
3534	9226	3823
3535	9228	3820
3536	9231	3818
3537	9233	3815
3538	9235	3812
3539	9238	3810
3540	9240	3807
3541	9243	3804
3542	9246	3802
3543	9248	3799
3544	9250	3796
3545	9253	3794
3546	9255	3791
3547	9257	3788
3548	9260	3786
3549	9262	3783
3550	9265	3780
3551	9267	3778
3552	9270	3775
3553	9272	3772
3554	9275	3770
3555	9278	3767
3556	9281	3765
3557	9283	3762
3558	9286	3759
3559	9288	3757
3560	9292	3755
3561	9295	3752
3562	9297	3749
3563	9299	3747
3564	9302	3744
3565	9304	3741
3566	9306	3738
3567	9309	3736
3568	9312	3733
3569	9314	3731
3570	9316	3728
3571	9319	3725
3572	9321	3722
3573	9324	3720
3574	9326	3717
3575	9329	3714
3576	9331	3712
3577	9333	3709
3578	9336	3706
3579	9338	3704
3580	9341	3701
3581	9343	3698
3582	9345	3696
3583	9348	3693
3584	9350	3690
3585	9353	3688
3586	9355	3685
3587	9358	3682
3588	9360	3680
3589	9362	3677
3590	9365	3674
3591	9367	3671
3592	9369	3669
3593	9372	3666
3594	9375	3664
3595	9377	3661
3596	9380	3658
3597	9382	3655
3598	9384	3653
3599	9387	3650
3600	9390	3648
3601	9393	3645
3602	9396	3643
3603	9398	3640
3604	9400	3637
3605	9403	3635
3606	9405	3632
3607	9408	3629
3608	9411	3627
3609	9413	3624
3610	9415	3621
3611	9418	3619
3612	9420	3616
3613	9423	3613
3614	9426	3611
3615	9428	3608
3616	9430	3605
3617	9433	3603
3618	9435	3600
3619	9438	3598
3620	9441	3595
3621	9443	3592
3622	9445	3590
3623	9448	3587
3624	9450	3584
3625	9452	3581
3626	9455	3579
3627	9458	3576
3628	9460	3574
3629	9463	3571
3630	9465	3568
3631	9467	3566
3632	9470	3563
3633	9473	3560
3634	9475	3558
3635	9478	3555
3636	9480	3552
3637	9483	3550
3638	9485	3547
3639	9488	3545
3640	9491	3542
3641	9493	3539
3642	9495	3537
3643	9498	3534
3644	9500	3531
3645	9503	3529
3646	9506	3526
3647	9508	3524
3648	9510	3521
3649	9513	3518
3650	9515	3515
3651	9518	3513
3652	9520	3510
3653	9523	3508
3654	9525	3505
3655	9528	3502
3656	9530	3500
3657	9533	3497
3658	9536	3494
3659	9538	3492
3660	9540	3489
3661	9543	3486
3662	9546	3484
3663	9548	3481
3664	9552	3479
3665	9554	3476
3666	9557	3474
3667	9560	3471
3668	9563	3469
3669	9565	3466
3670	9569	3464
3671	9572	3461
3672	9575	3459
3673	9578	3456
3674	9580	3454
3675	9584	3451
3676	9587	3449
3677	9590	3447
3678	9593	3444
3679	9596	3442
3680	9599	3439
3681	9603	3437
3682	9606	3435
3683	9610	3432
3684	9613	3430
3685	9616	3428
3686	9619	3425
3687	9622	3423
3688	9625	3420
3689	9628	3418
3690	9631	3415
3691	9634	3413
3692	9637	3410
3693	9640	3408
3694	9643	3405
3695	9646	3403
3696	9649	3400
3697	9652	3398
3698	9655	3395
3699	9657	3393
3700	9660	3390
3701	9663	3388
3702	9666	3385
3703	9669	3383
3704	9672	3380
3705	9675	3378
3706	9677	3375
3707	9682	3373
3708	9685	3371
3709	9688	3368
3710	9690	3366
3711	9693	3363
3712	9696	3361
3713	9699	3358
3714	9702	3356
3715	9705	3353
3716	9708	3351
3717	9711	3348
3718	9715	3346
3719	9718	3343
3720	9720	3341
3721	9723	3338
3722	9726	3336
3723	9729	3333
3724	9732	3331
3725	9735	3328
3726	9737	3326
3727	9740	3323
3728	9742	3320
3729	9744	3317
3730	9747	3315
3731	9749	3312
3732	9752	3309
3733	9754	3307
3734	9757	3304
3735	9759	3301
3736	9762	3299
3737	9764	3296
3738	9767	3294
3739	9769	3291
3740	9772	3288
3741	9774	3286
3742	9777	3283
3743	9779	3280
3744	9782	3278
3745	9784	3275
3746	9787	3272
3747	9789	3270
3748	9791	3267
3749	9794	3264
3750	9797	3262
3751	9799	3259
3752	9802	3256
3753	9804	3254
3754	9806	3251
3755	9809	3248
3756	9812	3246
3757	9815	3243
3758	9817	3241
3759	9820	3238
3760	9822	3235
3761	9825	3233
3762	9827	3230
3763	9830	3228
3764	9832	3225
3765	9835	3222
3766	9837	3219
3767	9839	3217
3768	9842	3214
3769	9845	3212
3770	9848	3209
3771	9850	3206
3772	9852	3204
3773	9855	3201
3774	9857	3198
3775	9860	3196
3776	9862	3193
3777	9865	3190
3778	9867	3188
3779	9870	3185
3780	9872	3182
3781	9875	3180
3782	9877	3177
3783	9880	3175
3784	9882	3172
3785	9885	3169
3786	9887	3166
3787	9889	3164
3788	9892	3161
3789	9894	3158
3790	9896	3156
3791	9899	3153
3792	9901	3150
3793	9904	3148
3794	9906	3145
3795	9909	3143
3796	9912	3140
3797	9914	3137
3798	9917	3135
3799	9919	3132
3800	9922	3129
3801	9925	3127
3802	9927	3124
3803	9930	3122
3804	9932	3119
3805	9934	3116
3806	9937	3114
3807	9940	3111
3808	9942	3108
3809	9945	3106
3810	9947	3103
3811	9949	3100
3812	9952	3098
3813	9954	3095
3814	9957	3092
3815	9960	3090
3816	9962	3087
3817	9965	3085
3818	9967	3082
3819	9969	3079
3820	9972	3077
3821	9975	3074
3822	9977	3071
3823	9980	3069
3824	9982	3066
3825	9984	3063
3826	9987	3061
3827	9989	3058
3828	9991	3055
3829	9994	3053
3830	9996	3050
3831	9998	3047
3832	10001	3044
3833	10003	3042
3834	10006	3039
3835	10009	3037
3836	10011	3034
3837	10013	3031
3838	10016	3029
3839	10018	3026
3840	10021	3023
3841	10023	3021
3842	10026	3018
3843	10029	3016
3844	10031	3013
3845	10033	3010
3846	10036	3008
3847	10039	3005
3848	10041	3002
3849	10044	3000
3850	10046	2997
3851	10048	2994
3852	10051	2992
3853	10053	2989
3854	10056	2986
3855	10059	2984
3856	10061	2981
3857	10063	2978
3858	10066	2976
3859	10069	2974
3860	10073	2971
3861	10075	2968
3862	10077	2966
3863	10080	2963
3864	10082	2960
3865	10085	2958
3866	10087	2955
3867	10090	2953
3868	10092	2950
3869	10095	2947
3870	10097	2945
3871	10100	2942
3872	10103	2939
3873	10105	2937
3874	10108	2934
3875	10110	2932
3876	10113	2929
3877	10115	2926
3878	10118	2924
3879	10121	2921
3880	10124	2919
3881	10126	2916
3882	10128	2913
3883	10131	2910
3884	10133	2908
3885	10136	2905
3886	10138	2903
3887	10141	2900
3888	10143	2897
3889	10146	2895
3890	10148	2892
3891	10151	2889
3892	10153	2887
3893	10156	2884
3894	10159	2882
3895	10161	2879
3896	10163	2876
3897	10166	2874
3898	10169	2871
3899	10171	2868
3900	10174	2866
3901	10176	2863
3902	10178	2860
3903	10181	2858
3904	10183	2855
3905	10185	2852
3906	10188	2850
3907	10190	2847
3908	10193	2844
3909	10195	2842
3910	10198	2839
3911	10200	2836
3912	10203	2834
3913	10206	2831
3914	10208	2829
3915	10210	2826
3916	10213	2823
3917	10216	2821
3918	10219	2818
3919	10221	2816
3920	10224	2813
3921	10226	2810
3922	10229	2808
3923	10232	2805
3924	10235	2803
3925	10237	2800
3926	10240	2797
3927	10242	2795
3928	10244	2792
3929	10247	2790
3930	10250	2787
3931	10252	2784
3932	10255	2782
3933	10257	2779
3934	10260	2776
3935	10262	2774
3936	10265	2771
3937	10267	2769
3938	10270	2766
3939	10272	2763
3940	10274	2760
3941	10277	2758
3942	10279	2755
3943	10282	2753
3944	10284	2750
3945	10286	2747
3946	10288	2744
3947	10291	2742
3948	10293	2739
3949	10296	2737
3950	10298	2734
3951	10301	2731
3952	10303	2729
3953	10306	2726
3954	10308	2723
3955	10310	2721
3956	10313	2718
3957	10316	2715
3958	10318	2713
3959	10321	2710
3960	10323	2707
3961	10325	2705
3962	10328	2702
3963	10330	2700
3964	10333	2697
3965	10336	2694
3966	10338	2692
3967	10340	2689
3968	10343	2686
3969	10345	2684
3970	10348	2681
3971	10351	2679
3972	10353	2676
3973	10355	2673
3974	10358	2671
3975	10360	2668
3976	10363	2665
3977	10365	2663
3978	10368	2660
3979	10370	2657
3980	10372	2655
3981	10374	2652
3982	10377	2649
3983	10379	2647
3984	10382	2644
3985	10384	2641
3986	10386	2639
3987	10389	2636
3988	10391	2633
3989	10394	2631
3990	10397	2628
3991	10399	2625
3992	10402	2623
3993	10404	2620
3994	10406	2617
3995	10409	2615
3996	10412	2612
3997	10414	2610
3998	10417	2607
3999	10419	2604
4000	10421	2602
4001	10424	2599
4002	10427	2597
4003	10430	2594
4004	10432	2591
4005	10434	2589
4006	10437	2586
4007	10439	2583
4008	10442	2581
4009	10444	2578
4010	10447	2576
4011	10450	2573
4012	10452	2570
4013	10454	2568
4014	10458	2565
4015	10461	2563
4016	10463	2560
4017	10466	2557
4018	10468	2555
4019	10471	2552
4020	10473	2549
4021	10475	2547
4022	10478	2544
4023	10480	2542
4024	10482	2539
4025	10485	2536
4026	10487	2534
4027	10490	2531
4028	10492	2528
4029	10495	2526
4030	10497	2523
4031	10500	2520
4032	10502	2518
4033	10504	2515
4034	10507	2512
4035	10510	2510
4036	10512	2507
4037	10514	2505
4038	10517	2502
4039	10519	2499
4040	10522	2497
4041	10524	2494
4042	10527	2491
4043	10529	2489
4044	10532	2486
4045	10534	2483
4046	10537	2481
4047	10540	2478
4048	10542	2476
4049	10545	2473
4050	10548	2471
4051	10550	2468
4052	10552	2465
4053	10555	2463
4054	10557	2460
4055	10560	2457
4056	10563	2455
4057	10565	2452
4058	10567	2449
4059	10570	2447
4060	10572	2444
4061	10575	2442
4062	10577	2439
4063	10579	2436
4064	10582	2433
4065	10584	2431
4066	10586	2428
4067	10589	2426
4068	10592	2423
4069	10595	2421
4070	10598	2418
4071	10600	2415
4072	10603	2413
4073	10606	2410
4074	10608	2408
4075	10611	2405
4076	10613	2402
4077	10615	2400
4078	10618	2397
4079	10620	2394
4080	10624	2392
4081	10626	2389
4082	10628	2387
4083	10631	2384
4084	10633	2381
4085	10636	2379
4086	10638	2376
4087	10641	2373
4088	10653	2373
4089	10656	2371
4090	10659	2368
4091	10662	2365
4092	10664	2363
4093	10666	2360
4094	10669	2357
4095	10671	2355
4096	10674	2352
4097	10676	2350
4098	10678	2347
4099	10681	2344
4100	10684	2342
4101	10686	2339
4102	10689	2336
4103	10692	2334
4104	10694	2331
4105	10697	2329
4106	10700	2326
4107	10704	2324
4108	10707	2321
4109	10710	2319
4110	10713	2316
4111	10715	2314
4112	10719	2311
4113	10722	2309
4114	10724	2306
4115	10727	2303
4116	10729	2301
4117	10732	2298
4118	10735	2296
4119	10737	2293
4120	10740	2290
4121	10742	2288
4122	10745	2285
4123	10747	2282
4124	10750	2280
4125	10753	2277
4126	10755	2275
4127	10758	2272
4128	10761	2270
4129	10763	2267
4130	10766	2264
4131	10768	2262
4132	10770	2259
4133	10773	2256
4134	10775	2254
4135	10778	2251
4136	10780	2248
4137	10783	2246
4138	10785	2243
4139	10788	2241
4140	10790	2238
4141	10792	2235
4142	10795	2233
4143	10797	2230
4144	10800	2227
4145	10803	2225
4146	10805	2222
4147	10808	2219
4148	10810	2217
4149	10812	2214
4150	10815	2212
4151	10818	2209
4152	10820	2206
4153	10823	2204
4154	10825	2201
4155	10828	2198
4156	10830	2196
4157	10833	2193
4158	10836	2191
4159	10838	2188
4160	10841	2185
4161	10843	2183
4162	10846	2180
4163	10849	2178
4164	10852	2175
4165	10855	2173
4166	10857	2170
4167	10859	2167
4168	10862	2165
4169	10865	2162
4170	10868	2160
4171	10870	2157
4172	10873	2154
4173	10875	2152
4174	10878	2149
4175	10881	2147
4176	10883	2144
4177	10886	2141
4178	10888	2139
4179	10890	2136
4180	10893	2133
4181	10896	2131
4182	10898	2128
4183	10901	2126
4184	10903	2123
4185	10905	2120
4186	10908	2118
4187	10911	2115
4188	10914	2112
4189	10916	2110
4190	10918	2107
4191	10921	2105
4192	10923	2102
4193	10926	2099
4194	10928	2097
4195	10931	2094
4196	10933	2091
4197	10936	2089
4198	10938	2086
4199	10941	2084
4200	10943	2081
4201	10946	2078
4202	10948	2076
4203	10951	2073
4204	10953	2070
4205	10956	2068
4206	10958	2065
4207	10961	2063
4208	10964	2060
4209	10966	2057
4210	10969	2055
4211	10971	2052
4212	10973	2049
4213	10976	2047
4214	10979	2044
4215	10982	2042
4216	10984	2039
4217	10987	2036
4218	10989	2034
4219	10992	2031
4220	10995	2029
4221	10997	2026
4222	11000	2023
4223	11002	2021
4224	11004	2018
4225	11007	2015
4226	11009	2013
4227	11012	2010
4228	11015	2008
4229	11017	2005
4230	11019	2002
4231	11022	2000
4232	11025	1997
4233	11028	1995
4234	11030	1992
4235	11033	1989
4236	11035	1987
4237	11037	1984
4238	11040	1981
4239	11042	1979
4240	11045	1976
4241	11047	1974
4242	11050	1971
4243	11052	1968
4244	11054	1966
4245	11057	1963
4246	11060	1961
4247	11063	1958
4248	11065	1955
4249	11068	1953
4250	11070	1950
4251	11073	1947
4252	11075	1945
4253	11078	1942
4254	11080	1940
4255	11083	1937
4256	11085	1934
4257	11088	1932
4258	11090	1929
4259	11093	1926
4260	11095	1924
4261	11098	1921
4262	11100	1919
4263	11102	1916
4264	11105	1913
4265	11108	1911
4266	11110	1908
4267	11113	1906
4268	11115	1903
4269	11117	1900
4270	11120	1898
4271	11123	1895
4272	11125	1892
4273	11128	1890
4274	11130	1887
4275	11132	1884
4276	11135	1882
4277	11138	1879
4278	11140	1877
4279	11142	1874
4280	11144	1871
4281	11147	1869
4282	11150	1866
4283	11152	1863
4284	11155	1861
4285	11157	1858
4286	11159	1856
4287	11162	1853
4288	11164	1850
4289	11167	1848
4290	11170	1845
4291	11173	1843
4292	11176	1840
4293	11178	1837
4294	11180	1835
4295	11183	1832
4296	11185	1830
4297	11188	1827
4298	11191	1824
4299	11193	1822
4300	11196	1819
4301	11198	1816
4302	11200	1814
4303	11203	1811
4304	11206	1809
4305	11208	1806
4306	11211	1803
4307	11213	1801
4308	11215	1798
4309	11218	1795
4310	11220	1793
4311	11223	1790
4312	11226	1788
4313	11228	1785
4314	11230	1782
4315	11233	1780
4316	11236	1777
4317	11239	1775
4318	11242	1772
4319	11245	1770
4320	11247	1767
4321	11250	1764
4322	11253	1762
4323	11255	1759
4324	11258	1757
4325	11260	1754
4326	11262	1751
4327	11264	1749
4328	11267	1746
4329	11270	1743
4330	11272	1741
4331	11275	1738
4332	11277	1736
4333	11280	1733
4334	11282	1730
4335	11285	1728
4336	11288	1725
4337	11290	1722
4338	11292	1720
4339	11295	1717
4340	11297	1715
4341	11300	1712
4342	11303	1709
4343	11305	1707
4344	11307	1704
4345	11310	1702
4346	11312	1699
4347	11315	1696
4348	11317	1694
4349	11320	1691
4350	11322	1688
4351	11325	1686
4352	11327	1683
4353	11330	1681
4354	11332	1678
4355	11335	1675
4356	11338	1673
4357	11340	1670
4358	11342	1667
4359	11345	1665
4360	11347	1662
4361	11350	1660
4362	11352	1657
4363	11354	1654
4364	11357	1652
4365	11359	1649
4366	11362	1646
4367	11364	1644
4368	11367	1641
4369	11369	1639
4370	11372	1636
4371	11375	1634
4372	11378	1631
4373	11381	1628
4374	11383	1626
4375	11386	1623
4376	11388	1620
4377	11390	1618
4378	11393	1615
4379	11395	1613
4380	11398	1610
4381	11400	1607
4382	11403	1605
4383	11405	1602
4384	11408	1600
4385	11410	1597
4386	11413	1594
4387	11415	1592
4388	11418	1589
4389	11420	1586
4390	11423	1584
4391	11425	1581
4392	11427	1579
4393	11430	1576
4394	11433	1573
4395	11435	1571
4396	11438	1568
4397	11440	1565
4398	11442	1563
4399	11445	1560
4400	11447	1558
4401	11450	1555
4402	11452	1552
4403	11455	1550
4404	11457	1547
4405	11459	1544
4406	11462	1542
4407	11465	1539
4408	11467	1537
4409	11470	1534
4410	11472	1531
4411	11474	1529
4412	11477	1526
4413	11479	1524
4414	11482	1521
4415	11485	1518
4416	11487	1516
4417	11490	1513
4418	11492	1510
4419	11495	1508
4420	11497	1505
4421	11500	1503
4422	11502	1500
4423	11505	1497
4424	11507	1495
4425	11510	1492
4426	11512	1490
4427	11515	1487
4428	11517	1484
4429	11520	1482
4430	11522	1479
4431	11524	1477
4432	11527	1474
4433	11529	1471
4434	11532	1469
4435	11534	1466
4436	11536	1463
4437	11539	1461
4438	11541	1458
4439	11544	1456
4440	11546	1453
4441	11549	1450
4442	11551	1448
4443	11553	1445
4444	11556	1442
4445	11559	1440
4446	11561	1437
4447	11564	1435
4448	11567	1432
4449	11569	1429
4450	11572	1427
4451	11574	1424
4452	11577	1422
4453	11579	1419
4454	11582	1416
4455	11585	1414
4456	11588	1411
4457	11591	1409
4458	11594	1406
4459	11596	1404
4460	11599	1401
4461	11601	1398
4462	11603	1396
4463	11606	1393
4464	11609	1391
4465	11611	1388
4466	11614	1385
4467	11616	1383
4468	11619	1380
4469	11621	1377
4470	11624	1375
4471	11626	1372
4472	11629	1370
4473	11632	1367
4474	11634	1364
4475	11637	1362
4476	11639	1359
4477	11642	1357
4478	11644	1354
4479	11647	1351
4480	11649	1349
4481	11651	1346
4482	11654	1344
4483	11656	1341
4484	11659	1338
4485	11661	1336
4486	11664	1333
4487	11666	1330
4488	11669	1328
4489	11671	1325
4490	11674	1323
4491	11677	1320
4492	11679	1317
4493	11682	1315
4494	11685	1312
4495	11688	1310
4496	11691	1307
4497	11694	1305
4498	11697	1302
4499	11700	1300
4500	11703	1297
4501	11706	1294
4502	11709	1292
4503	11712	1289
4504	11715	1287
4505	11718	1284
4506	11720	1282
4507	11724	1279
4508	11727	1277
4509	11730	1274
4510	11733	1271
4511	11736	1269
4512	11738	1266
4513	11742	1264
4514	11744	1261
4515	11747	1259
4516	11750	1256
4517	11754	1253
4518	11756	1251
4519	11759	1248
4520	11762	1246
4521	11766	1243
4522	11768	1241
4523	11771	1238
4524	11774	1235
4525	11777	1233
4526	11779	1230
4527	11782	1228
4528	11785	1225
4529	11788	1223
4530	11791	1220
4531	11794	1218
4532	11797	1215
4533	11800	1212
4534	11802	1210
4535	11805	1207
4536	11808	1205
4537	11811	1202
4538	11813	1199
4539	11816	1197
4540	11819	1194
4541	11822	1192
4542	11825	1189
4543	11828	1187
4544	11831	1184
4545	11834	1181
4546	11836	1179
4547	11839	1176
4548	11842	1174
4549	11845	1171
4550	11847	1168
4551	11850	1166
4552	11853	1163
4553	11856	1161
4554	11858	1158
4555	11861	1155
4556	11863	1153
4557	11866	1150
4558	11868	1148
4559	11872	1145
4560	11874	1142
4561	11877	1140
4562	11879	1137
4563	11882	1135
4564	11885	1132
4565	11888	1129
4566	11890	1127
4567	11892	1124
4568	11894	1122
4569	11897	1119
4570	11900	1116
4571	11902	1114
4572	11905	1111
4573	11908	1109
4574	11910	1106
4575	11912	1103
4576	11915	1101
4577	11918	1098
4578	11920	1096
4579	11923	1093
4580	11925	1090
4581	11927	1088
4582	11930	1085
4583	11932	1082
4584	11934	1080
4585	11937	1077
4586	11939	1075
4587	11941	1072
4588	11944	1069
4589	11946	1067
4590	11949	1064
4591	11951	1061
4592	11954	1059
4593	11956	1056
4594	11959	1054
4595	11961	1051
4596	11963	1048
4597	11966	1046
4598	11968	1043
4599	11971	1041
4600	11974	1038
4601	11976	1035
4602	11978	1033
4603	11981	1030
4604	11984	1027
4605	11986	1025
4606	11989	1022
4607	11992	1020
4608	11994	1017
4609	11997	1015
4610	12001	1012
4611	12003	1009
4612	12006	1007
4613	12008	1004
4614	12011	1002
4615	12014	999
4616	12016	996
4617	12019	994
4618	12022	991
4619	12024	989
4620	12027	986
4621	12029	983
4622	12032	981
4623	12034	978
4624	12036	975
4625	12039	973
4626	12041	970
4627	12044	968
4628	12046	965
4629	12049	962
4630	12052	960
4631	12054	957
4632	12056	955
4633	12059	952
4634	12062	949
4635	12064	947
4636	12067	944
4637	12069	942
4638	12072	939
4639	12074	936
4640	12076	934
4641	12079	931
4642	12082	929
4643	12084	926
4644	12086	923
4645	12089	921
4646	12091	918
4647	12094	915
4648	12097	913
4649	12100	910
4650	12102	908
4651	12104	905
4652	12107	902
4653	12109	900
4654	12112	897
4655	12115	895
4656	12117	892
4657	12120	889
4658	12122	887
4659	12125	884
4660	12127	882
4661	12129	879
4662	12132	876
4663	12134	874
4664	12136	871
4665	12139	868
4666	12142	866
4667	12144	863
4668	12147	861
4669	12149	858
4670	12152	855
4671	12154	853
4672	12157	850
4673	12159	848
4674	12162	845
4675	12164	842
4676	12167	840
4677	12169	837
4678	12171	835
4679	12174	832
4680	12177	829
4681	12179	827
4682	12182	824
4683	12184	822
4684	12186	819
4685	12189	816
4686	12191	814
4687	12194	811
4688	12197	808
4689	12199	806
4690	12202	803
4691	12204	801
4692	12207	798
4693	12209	795
4694	12212	793
4695	12215	790
4696	12218	788
4697	12220	785
4698	12222	782
4699	12225	780
4700	12227	777
4701	12229	775
4702	12232	772
4703	12234	769
4704	12237	767
4705	12239	764
4706	12242	762
4707	12245	759
4708	12247	756
4709	12249	754
4710	12252	751
4711	12254	748
4712	12257	746
4713	12259	743
4714	12262	741
4715	12264	738
4716	12266	735
4717	12269	733
4718	12271	730
4719	12274	728
4720	12276	725
4721	12279	722
4722	12281	720
4723	12283	717
4724	12286	715
4725	12288	712
4726	12291	709
4727	12293	707
4728	12296	704
4729	12298	702
4730	12301	699
4731	12303	696
4732	12306	694
4733	12308	691
4734	12311	689
4735	12313	686
4736	12315	683
4737	12318	681
4738	12320	678
4739	12324	676
4740	12326	673
4741	12329	670
4742	12331	668
4743	12334	665
4744	12336	662
4745	12339	660
4746	12342	657
4747	12344	655
4748	12347	652
4749	12349	649
4750	12351	647
4751	12354	644
4752	12357	642
4753	12359	639
4754	12361	636
4755	12364	634
4756	12366	631
4757	12369	629
4758	12372	626
4759	12374	623
4760	12377	621
4761	12379	618
4762	12382	616
4763	12384	613
4764	12387	610
4765	12389	608
4766	12392	605
4767	12394	603
4768	12397	600
4769	12399	597
4770	12402	595
4771	12404	592
4772	12407	590
4773	12409	587
4774	12411	584
4775	12414	582
4776	12417	579
4777	12420	577
4778	12423	574
4779	12425	571
4780	12428	569
4781	12430	566
4782	12433	564
4783	12435	561
4784	12438	558
4785	12441	556
4786	12443	553
4787	12446	551
4788	12448	548
4789	12451	545
4790	12453	543
4791	12456	540
4792	12458	538
4793	12460	535
4794	12463	532
4795	12465	530
4796	12468	527
4797	12471	525
4798	12473	522
4799	12475	519
4800	12478	517
4801	12480	514
4802	12483	512
4803	12485	509
4804	12488	506
4805	12490	504
4806	12493	501
4807	12495	499
4808	12498	496
4809	12501	493
4810	12503	491
4811	12506	488
4812	12508	485
4813	12510	483
4814	12513	480
4815	12515	478
4816	12518	475
4817	12520	472
4818	12523	470
4819	12525	467
4820	12528	465
4821	12530	462
4822	12533	459
4823	12536	457
4824	12538	454
4825	12541	452
4826	12543	449
4827	12546	446
4828	12548	444
4829	12551	441
