iter	Passed	Remaining
1698	4470	8684
1699	4472	8681
1700	4474	8678
1701	4477	8675
1702	4479	8672
1703	4482	8671
1704	4485	8668
1705	4487	8665
1706	4490	8662
1707	4492	8659
1708	4495	8656
1709	4498	8654
1710	4500	8651
1711	4503	8648
1712	4505	8645
1713	4508	8642
1714	4510	8639
1715	4513	8637
1716	4515	8634
1717	4518	8631
1718	4520	8628
1719	4523	8625
1720	4525	8621
1721	4527	8618
1722	4530	8616
1723	4533	8613
1724	4535	8610
1725	4537	8607
1726	4540	8604
1727	4542	8601
1728	4545	8599
1729	4547	8596
1730	4550	8593
1731	4552	8590
1732	4555	8587
1733	4557	8584
1734	4560	8581
1735	4562	8579
1736	4565	8576
1737	4567	8573
1738	4570	8570
1739	4572	8566
1740	4574	8563
1741	4577	8560
1742	4580	8559
1743	4583	8556
1744	4585	8553
1745	4588	8550
1746	4590	8548
1747	4593	8545
1748	4596	8543
1749	4599	8541
1750	4601	8538
1751	4603	8535
1752	4606	8532
1753	4608	8529
1754	4611	8527
1755	4614	8524
1756	4616	8521
1757	4619	8518
1758	4621	8515
1759	4623	8512
1760	4627	8511
1761	4630	8508
1762	4632	8505
1763	4635	8502
1764	4637	8499
1765	4639	8496
1766	4642	8494
1767	4644	8491
1768	4647	8487
1769	4649	8484
1770	4651	8481
1771	4654	8478
1772	4656	8475
1773	4660	8474
1774	4662	8471
1775	4665	8469
1776	4668	8466
1777	4670	8463
1778	4673	8460
1779	4676	8458
1780	4678	8456
1781	4681	8453
1782	4683	8450
1783	4685	8447
1784	4688	8443
1785	4690	8441
1786	4693	8439
1787	4696	8436
1788	4698	8433
1789	4701	8430
1790	4703	8427
1791	4706	8424
1792	4709	8422
1793	4711	8419
1794	4713	8416
1795	4716	8414
1796	4718	8410
1797	4721	8407
1798	4724	8405
1799	4726	8403
1800	4729	8399
1801	4731	8397
1802	4734	8394
1803	4736	8391
1804	4738	8388
1805	4741	8385
1806	4744	8382
1807	4746	8380
1808	4748	8377
1809	4751	8373
1810	4753	8370
1811	4756	8368
1812	4758	8365
1813	4761	8363
1814	4764	8359
1815	4766	8357
1816	4769	8354
1817	4771	8351
1818	4774	8348
1819	4776	8346
1820	4779	8343
1821	4781	8340
1822	4783	8337
1823	4786	8333
1824	4789	8331
1825	4792	8329
1826	4794	8326
1827	4796	8323
1828	4798	8320
1829	4801	8317
1830	4803	8314
1831	4807	8312
1832	4810	8310
1833	4812	8307
1834	4814	8304
1835	4817	8301
1836	4819	8298
1837	4822	8296
1838	4825	8293
1839	4827	8290
1840	4829	8287
1841	4832	8284
1842	4834	8281
1843	4837	8279
1844	4840	8276
1845	4842	8273
1846	4844	8270
1847	4847	8267
1848	4849	8264
1849	4852	8261
1850	4855	8259
1851	4857	8257
1852	4860	8254
1853	4862	8250
1854	4864	8247
1855	4867	8244
1856	4870	8243
1857	4872	8240
1858	4875	8237
1859	4877	8233
1860	4879	8230
1861	4882	8227
1862	4884	8225
1863	4887	8222
1864	4890	8220
1865	4892	8216
1866	4894	8213
1867	4897	8210
1868	4899	8208
1869	4902	8205
1870	4905	8203
1871	4907	8200
1872	4910	8197
1873	4912	8195
1874	4915	8192
1875	4917	8189
1876	4920	8186
1877	4922	8183
1878	4925	8180
1879	4927	8177
1880	4929	8174
1881	4932	8171
1882	4935	8169
1883	4937	8166
1884	4939	8163
1885	4942	8160
1886	4944	8157
1887	4947	8154
1888	4949	8151
1889	4952	8149
1890	4955	8146
1891	4957	8143
1892	4959	8140
1893	4962	8137
1894	4964	8134
1895	4967	8132
1896	4969	8129
1897	4972	8126
1898	4974	8123
1899	4977	8120
1900	4979	8117
1901	4981	8114
1902	4984	8111
1903	4987	8109
1904	4989	8106
1905	4991	8103
1906	4994	8100
1907	4996	8097
1908	4999	8094
1909	5001	8092
1910	5004	8089
1911	5007	8087
1912	5010	8084
1913	5012	8081
1914	5015	8079
1915	5018	8077
1916	5021	8075
1917	5023	8072
1918	5026	8069
1919	5028	8066
1920	5031	8064
1921	5034	8061
1922	5036	8059
1923	5038	8056
1924	5041	8053
1925	5043	8049
1926	5046	8047
1927	5049	8045
1928	5051	8042
1929	5054	8039
1930	5056	8036
1931	5058	8033
1932	5061	8030
1933	5063	8027
1934	5066	8024
1935	5068	8021
1936	5070	8018
1937	5073	8015
1938	5075	8012
1939	5078	8009
1940	5080	8007
1941	5083	8004
1942	5085	8001
1943	5088	7998
1944	5090	7996
1945	5093	7992
1946	5095	7990
1947	5098	7987
1948	5101	7985
1949	5103	7982
1950	5106	7979
1951	5108	7976
1952	5110	7973
1953	5113	7971
1954	5116	7969
1955	5119	7966
1956	5121	7963
1957	5123	7960
1958	5126	7957
1959	5129	7955
1960	5131	7953
1961	5134	7949
1962	5136	7946
1963	5138	7943
1964	5141	7940
1965	5143	7937
1966	5146	7935
1967	5149	7932
1968	5151	7930
1969	5153	7926
1970	5156	7923
1971	5158	7920
1972	5161	7918
1973	5164	7916
1974	5166	7913
1975	5169	7910
1976	5171	7907
1977	5173	7904
1978	5176	7901
1979	5179	7899
1980	5181	7896
1981	5184	7893
1982	5186	7890
1983	5188	7887
1984	5191	7884
1985	5193	7882
1986	5196	7879
1987	5198	7876
1988	5201	7873
1989	5203	7870
1990	5206	7867
1991	5208	7864
1992	5211	7862
1993	5213	7859
1994	5216	7856
1995	5218	7853
1996	5220	7850
1997	5223	7847
1998	5225	7844
1999	5228	7842
2000	5231	7840
2001	5234	7838
2002	5237	7836
2003	5240	7834
2004	5243	7832
2005	5246	7830
2006	5249	7828
2007	5251	7825
2008	5254	7822
2009	5257	7820
2010	5260	7819
2011	5263	7816
2012	5266	7814
2013	5269	7812
2014	5271	7809
2015	5275	7808
2016	5279	7807
2017	5282	7805
2018	5284	7803
2019	5287	7800
2020	5291	7799
2021	5294	7797
2022	5297	7795
2023	5299	7792
2024	5302	7790
2025	5305	7788
2026	5308	7786
2027	5311	7784
2028	5314	7781
2029	5316	7779
2030	5319	7776
2031	5322	7774
2032	5326	7773
2033	5329	7771
2034	5332	7769
2035	5335	7766
2036	5337	7764
2037	5341	7762
2038	5344	7760
2039	5346	7757
2040	5349	7755
2041	5352	7753
2042	5354	7750
2043	5357	7748
2044	5360	7745
2045	5362	7742
2046	5365	7740
2047	5368	7737
2048	5371	7735
2049	5374	7734
2050	5377	7732
2051	5380	7730
2052	5383	7727
2053	5386	7725
2054	5389	7723
2055	5392	7721
2056	5395	7720
2057	5399	7718
2058	5401	7715
2059	5405	7714
2060	5407	7711
2061	5410	7708
2062	5412	7705
2063	5415	7702
2064	5417	7699
2065	5420	7697
2066	5423	7695
2067	5426	7693
2068	5428	7690
2069	5431	7688
2070	5434	7685
2071	5437	7683
2072	5440	7681
2073	5442	7678
2074	5445	7675
2075	5447	7672
2076	5449	7669
2077	5452	7667
2078	5455	7664
2079	5457	7661
2080	5459	7658
2081	5462	7655
2082	5464	7652
2083	5469	7653
2084	5472	7651
2085	5475	7649
2086	5478	7647
2087	5481	7645
2088	5484	7643
2089	5487	7640
2090	5490	7638
2091	5492	7635
2092	5495	7632
2093	5497	7629
2094	5499	7626
2095	5502	7624
2096	5505	7621
2097	5507	7618
2098	5510	7615
2099	5512	7612
2100	5514	7609
2101	5517	7606
2102	5520	7604
2103	5522	7601
2104	5525	7598
2105	5527	7595
2106	5529	7592
2107	5532	7589
2108	5535	7587
2109	5538	7585
2110	5541	7583
2111	5543	7580
2112	5545	7577
2113	5548	7574
2114	5550	7571
2115	5553	7569
2116	5556	7567
2117	5558	7564
2118	5561	7561
2119	5563	7558
2120	5566	7555
2121	5568	7553
2122	5571	7550
2123	5573	7547
2124	5576	7544
2125	5578	7541
2126	5581	7538
2127	5583	7536
2128	5586	7533
2129	5588	7530
2130	5591	7527
2131	5593	7524
2132	5596	7521
2133	5599	7519
2134	5601	7517
2135	5604	7514
2136	5606	7511
2137	5609	7508
2138	5611	7505
2139	5614	7502
2140	5616	7500
2141	5619	7497
2142	5621	7494
2143	5624	7491
2144	5626	7489
2145	5629	7486
2146	5631	7483
2147	5634	7481
2148	5636	7478
2149	5639	7475
2150	5641	7472
2151	5643	7469
2152	5646	7466
2153	5649	7464
2154	5652	7462
2155	5655	7459
2156	5657	7457
2157	5660	7454
2158	5663	7452
2159	5665	7449
2160	5668	7446
2161	5670	7443
2162	5672	7440
2163	5675	7437
2164	5678	7435
2165	5681	7433
2166	5684	7431
2167	5687	7429
2168	5690	7426
2169	5692	7424
2170	5695	7421
2171	5697	7418
2172	5700	7415
2173	5702	7412
2174	5704	7409
2175	5707	7407
2176	5709	7404
2177	5712	7401
2178	5715	7399
2179	5717	7396
2180	5719	7392
2181	5722	7390
2182	5724	7387
2183	5726	7384
2184	5729	7381
2185	5732	7378
2186	5734	7375
2187	5737	7373
2188	5739	7370
2189	5741	7367
2190	5744	7365
2191	5747	7362
2192	5750	7360
2193	5752	7357
2194	5754	7354
2195	5757	7351
2196	5759	7348
2197	5762	7345
2198	5764	7342
2199	5767	7339
2200	5769	7337
2201	5771	7333
2202	5774	7331
2203	5777	7328
2204	5779	7326
2205	5782	7324
2206	5785	7321
2207	5787	7318
2208	5790	7315
2209	5792	7313
2210	5795	7310
2211	5798	7307
2212	5800	7304
2213	5802	7301
2214	5805	7299
2215	5807	7296
2216	5810	7293
2217	5813	7291
2218	5815	7288
2219	5818	7285
2220	5820	7282
2221	5822	7279
2222	5825	7277
2223	5828	7275
2224	5830	7272
2225	5833	7269
2226	5835	7266
2227	5837	7263
2228	5840	7260
2229	5843	7258
2230	5846	7255
2231	5848	7252
2232	5850	7249
2233	5853	7246
2234	5855	7243
2235	5858	7241
2236	5861	7239
2237	5863	7236
2238	5866	7233
2239	5868	7230
2240	5870	7227
2241	5874	7226
2242	5876	7223
2243	5879	7220
2244	5881	7217
2245	5884	7214
2246	5886	7211
2247	5889	7209
2248	5891	7207
2249	5894	7204
2250	5896	7201
2251	5898	7198
2252	5901	7195
2253	5903	7192
2254	5906	7190
2255	5909	7187
2256	5911	7184
2257	5914	7181
2258	5916	7178
2259	5919	7176
2260	5921	7173
2261	5924	7171
2262	5926	7168
2263	5929	7165
2264	5931	7162
2265	5934	7159
2266	5936	7156
2267	5939	7154
2268	5941	7151
2269	5944	7148
2270	5946	7145
2271	5949	7143
2272	5951	7140
2273	5954	7137
2274	5957	7135
2275	5959	7132
2276	5962	7129
2277	5964	7126
2278	5966	7124
2279	5969	7121
2280	5971	7118
2281	5974	7115
2282	5976	7113
2283	5979	7110
2284	5981	7107
2285	5983	7104
2286	5986	7101
2287	5989	7099
2288	5991	7096
2289	5994	7093
2290	5996	7090
2291	5998	7087
2292	6001	7084
2293	6004	7082
2294	6006	7079
2295	6009	7076
2296	6011	7073
2297	6013	7071
2298	6016	7068
2299	6018	7065
2300	6021	7062
2301	6024	7060
2302	6026	7057
2303	6028	7054
2304	6031	7051
2305	6033	7048
2306	6036	7046
2307	6039	7043
2308	6041	7040
2309	6043	7038
2310	6046	7035
2311	6048	7032
2312	6050	7029
2313	6053	7026
2314	6056	7024
2315	6058	7021
2316	6061	7018
2317	6063	7015
2318	6065	7012
2319	6068	7010
2320	6071	7008
2321	6074	7005
2322	6076	7002
2323	6079	6999
2324	6081	6996
2325	6084	6994
2326	6087	6992
2327	6089	6989
2328	6092	6986
2329	6094	6983
2330	6096	6980
2331	6099	6978
2332	6102	6975
2333	6104	6973
2334	6107	6970
2335	6109	6967
2336	6111	6964
2337	6114	6961
2338	6116	6958
2339	6119	6956
2340	6121	6953
2341	6124	6950
2342	6126	6947
2343	6129	6944
2344	6131	6942
2345	6134	6939
2346	6136	6936
2347	6139	6934
2348	6141	6931
2349	6143	6928
2350	6146	6925
2351	6148	6922
2352	6151	6920
2353	6154	6917
2354	6156	6914
2355	6159	6911
2356	6161	6909
2357	6163	6906
2358	6166	6903
2359	6169	6901
2360	6171	6898
2361	6174	6896
2362	6177	6893
2363	6180	6891
2364	6182	6888
2365	6185	6886
2366	6187	6883
2367	6190	6880
2368	6192	6877
2369	6195	6874
2370	6197	6872
2371	6200	6869
2372	6203	6867
2373	6205	6864
2374	6207	6861
2375	6210	6858
2376	6212	6855
2377	6215	6853
2378	6217	6850
2379	6220	6847
2380	6222	6844
2381	6225	6841
2382	6227	6839
2383	6230	6836
2384	6232	6834
2385	6235	6831
2386	6237	6828
2387	6240	6825
2388	6242	6822
2389	6244	6819
2390	6247	6817
2391	6250	6815
2392	6252	6812
2393	6255	6809
2394	6257	6806
2395	6259	6803
2396	6262	6801
2397	6265	6798
2398	6268	6795
2399	6270	6793
2400	6272	6790
2401	6275	6787
2402	6277	6784
2403	6280	6782
2404	6283	6779
2405	6285	6777
2406	6288	6774
2407	6290	6771
2408	6292	6768
2409	6295	6765
2410	6298	6763
2411	6300	6760
2412	6302	6757
2413	6305	6754
2414	6307	6751
2415	6310	6749
2416	6313	6746
2417	6315	6744
2418	6318	6741
2419	6320	6738
2420	6323	6735
2421	6325	6732
2422	6328	6730
2423	6330	6727
2424	6333	6724
2425	6335	6721
2426	6337	6719
2427	6340	6716
2428	6342	6713
2429	6345	6711
2430	6348	6709
2431	6350	6706
2432	6353	6703
2433	6356	6700
2434	6358	6698
2435	6361	6695
2436	6363	6693
2437	6366	6690
2438	6369	6688
2439	6372	6685
2440	6374	6683
2441	6378	6681
2442	6381	6678
2443	6383	6676
2444	6386	6673
2445	6389	6671
2446	6391	6668
2447	6394	6666
2448	6397	6663
2449	6399	6660
2450	6401	6657
2451	6404	6654
2452	6406	6651
2453	6409	6649
2454	6411	6646
2455	6414	6644
2456	6417	6641
2457	6419	6638
2458	6421	6636
2459	6424	6633
2460	6427	6630
2461	6429	6628
2462	6432	6625
2463	6434	6622
2464	6436	6619
2465	6439	6616
2466	6441	6614
2467	6444	6611
2468	6447	6608
2469	6449	6606
2470	6451	6603
2471	6454	6600
2472	6456	6597
2473	6459	6594
2474	6461	6592
2475	6464	6589
2476	6466	6586
2477	6468	6583
2478	6471	6580
2479	6474	6578
2480	6476	6576
2481	6479	6573
2482	6481	6570
2483	6483	6567
2484	6486	6564
2485	6488	6561
2486	6491	6559
2487	6493	6556
2488	6496	6553
2489	6498	6550
2490	6501	6548
2491	6503	6545
2492	6506	6543
2493	6509	6540
2494	6512	6538
2495	6514	6535
2496	6516	6532
2497	6519	6529
2498	6521	6527
2499	6524	6524
2500	6527	6522
2501	6529	6519
2502	6531	6516
2503	6534	6513
2504	6537	6510
2505	6539	6508
2506	6542	6505
2507	6544	6502
2508	6547	6500
2509	6549	6497
2510	6552	6494
2511	6554	6492
2512	6557	6489
2513	6559	6486
2514	6562	6483
2515	6564	6481
2516	6568	6479
2517	6570	6476
2518	6573	6474
2519	6576	6472
2520	6579	6469
2521	6581	6466
2522	6584	6464
2523	6587	6462
2524	6590	6459
2525	6593	6457
2526	6595	6454
2527	6598	6451
2528	6600	6449
2529	6602	6446
2530	6605	6443
2531	6608	6440
2532	6610	6438
2533	6612	6435
2534	6615	6432
2535	6617	6429
2536	6620	6427
2537	6622	6424
2538	6625	6422
2539	6628	6419
2540	6630	6416
2541	6632	6413
2542	6635	6411
2543	6638	6408
2544	6641	6406
2545	6644	6403
2546	6646	6401
2547	6649	6399
2548	6652	6396
2549	6655	6394
2550	6657	6391
2551	6660	6388
2552	6662	6385
2553	6664	6382
2554	6667	6380
2555	6669	6377
2556	6672	6374
2557	6674	6371
2558	6677	6369
2559	6679	6366
2560	6681	6363
2561	6684	6361
2562	6687	6358
2563	6689	6355
2564	6692	6353
2565	6694	6350
2566	6697	6347
2567	6700	6345
2568	6703	6343
2569	6706	6341
2570	6709	6338
2571	6711	6335
2572	6713	6332
2573	6716	6330
2574	6718	6327
2575	6721	6324
2576	6723	6321
2577	6726	6319
2578	6728	6316
2579	6730	6313
2580	6733	6311
2581	6736	6308
2582	6739	6306
2583	6741	6303
2584	6743	6300
2585	6746	6297
2586	6749	6295
2587	6751	6292
2588	6754	6289
2589	6756	6287
2590	6759	6284
2591	6761	6281
2592	6763	6278
2593	6766	6276
2594	6769	6273
2595	6771	6270
2596	6774	6268
2597	6776	6265
2598	6778	6262
2599	6781	6259
2600	6784	6257
2601	6786	6254
2602	6788	6251
2603	6791	6249
2604	6793	6246
2605	6796	6243
2606	6799	6241
2607	6802	6238
2608	6804	6236
2609	6807	6233
2610	6810	6231
2611	6813	6229
2612	6816	6226
2613	6818	6224
2614	6821	6221
2615	6823	6218
2616	6826	6215
2617	6828	6213
2618	6831	6210
2619	6834	6208
2620	6836	6205
2621	6838	6202
2622	6841	6199
2623	6843	6196
2624	6846	6194
2625	6849	6191
2626	6851	6189
2627	6854	6186
2628	6856	6183
2629	6858	6180
2630	6861	6177
2631	6863	6175
2632	6866	6172
2633	6868	6169
2634	6870	6166
2635	6873	6164
2636	6875	6161
2637	6878	6158
2638	6881	6156
2639	6883	6153
2640	6886	6150
2641	6888	6148
2642	6890	6145
2643	6893	6142
2644	6896	6140
2645	6899	6137
2646	6901	6135
2647	6904	6132
2648	6906	6129
2649	6908	6126
2650	6911	6124
2651	6914	6121
2652	6916	6118
2653	6918	6115
2654	6921	6112
2655	6923	6110
2656	6926	6107
2657	6929	6105
2658	6931	6102
2659	6934	6100
2660	6936	6097
2661	6939	6094
2662	6941	6091
2663	6944	6089
2664	6946	6086
2665	6949	6083
2666	6951	6081
2667	6954	6078
2668	6957	6076
2669	6960	6073
2670	6962	6071
2671	6965	6068
2672	6967	6065
2673	6969	6062
2674	6972	6059
2675	6974	6057
2676	6977	6054
2677	6980	6052
2678	6982	6049
2679	6984	6046
2680	6987	6043
2681	6989	6041
2682	6992	6038
2683	6995	6036
2684	6997	6033
2685	7000	6030
2686	7002	6028
2687	7005	6025
2688	7007	6022
2689	7010	6020
2690	7013	6017
2691	7016	6015
2692	7018	6012
2693	7020	6009
2694	7023	6006
2695	7026	6004
2696	7028	6001
2697	7031	5999
2698	7033	5996
2699	7035	5993
2700	7038	5990
2701	7041	5988
2702	7043	5985
2703	7046	5982
2704	7048	5980
2705	7050	5977
2706	7053	5974
2707	7055	5971
2708	7058	5969
2709	7061	5966
2710	7063	5963
2711	7065	5961
2712	7068	5958
2713	7070	5955
2714	7073	5952
2715	7075	5950
2716	7078	5947
2717	7080	5944
2718	7082	5941
2719	7085	5938
2720	7087	5935
2721	7090	5933
2722	7092	5931
2723	7095	5928
2724	7097	5925
2725	7100	5922
2726	7102	5920
2727	7105	5917
2728	7108	5915
2729	7111	5913
2730	7114	5911
2731	7117	5908
2732	7120	5906
2733	7123	5904
2734	7126	5902
2735	7129	5899
2736	7131	5896
2737	7134	5894
2738	7137	5892
2739	7140	5889
2740	7143	5887
2741	7145	5884
2742	7148	5881
2743	7150	5878
2744	7153	5876
2745	7155	5873
2746	7158	5871
2747	7160	5868
2748	7163	5865
2749	7165	5862
2750	7168	5860
2751	7170	5857
2752	7173	5855
2753	7176	5852
2754	7178	5849
2755	7180	5846
2756	7183	5844
2757	7185	5841
2758	7188	5839
2759	7191	5836
2760	7193	5833
2761	7196	5831
2762	7198	5828
2763	7201	5825
2764	7204	5823
2765	7206	5820
2766	7209	5818
2767	7211	5815
2768	7214	5812
2769	7216	5809
2770	7219	5807
2771	7221	5804
2772	7224	5801
2773	7226	5798
2774	7228	5796
2775	7231	5793
2776	7233	5790
2777	7236	5788
2778	7239	5785
2779	7241	5783
2780	7244	5780
2781	7246	5777
2782	7248	5774
2783	7251	5772
2784	7254	5769
2785	7256	5766
2786	7259	5764
2787	7261	5761
2788	7263	5758
2789	7266	5755
2790	7269	5753
2791	7271	5750
2792	7274	5748
2793	7276	5745
2794	7278	5742
2795	7281	5739
2796	7284	5737
2797	7286	5734
2798	7289	5732
2799	7291	5729
2800	7294	5726
2801	7296	5723
2802	7299	5720
2803	7301	5718
2804	7304	5715
2805	7306	5712
2806	7308	5710
2807	7311	5707
2808	7313	5704
2809	7316	5701
2810	7319	5699
2811	7321	5697
2812	7324	5694
2813	7326	5691
2814	7329	5688
2815	7331	5686
2816	7334	5683
2817	7337	5681
2818	7339	5678
2819	7342	5676
2820	7345	5673
2821	7349	5672
2822	7352	5669
2823	7354	5667
2824	7357	5664
2825	7359	5661
2826	7362	5659
2827	7365	5657
2828	7368	5654
2829	7371	5652
2830	7373	5649
2831	7376	5647
2832	7379	5644
2833	7383	5642
2834	7386	5640
2835	7389	5638
2836	7392	5635
2837	7395	5633
2838	7398	5631
2839	7401	5629
2840	7404	5626
2841	7407	5624
2842	7410	5622
2843	7413	5619
2844	7416	5617
2845	7419	5615
2846	7423	5613
2847	7425	5611
2848	7428	5608
2849	7432	5606
2850	7435	5604
2851	7438	5602
2852	7441	5600
2853	7444	5597
2854	7448	5596
2855	7451	5594
2856	7455	5591
2857	7458	5589
2858	7461	5587
2859	7465	5586
2860	7468	5584
2861	7471	5581
2862	7474	5579
2863	7477	5577
2864	7481	5574
2865	7484	5572
2866	7487	5570
2867	7490	5568
2868	7494	5566
2869	7498	5564
2870	7501	5562
2871	7504	5560
2872	7507	5557
2873	7511	5556
2874	7514	5554
2875	7517	5551
2876	7519	5549
2877	7523	5546
2878	7526	5544
2879	7529	5542
2880	7533	5540
2881	7536	5538
2882	7538	5535
2883	7542	5534
2884	7546	5532
2885	7549	5529
2886	7552	5527
2887	7555	5525
2888	7558	5522
2889	7561	5521
2890	7564	5518
2891	7567	5516
2892	7570	5513
2893	7573	5511
2894	7576	5509
2895	7579	5506
2896	7582	5504
2897	7585	5501
2898	7588	5499
2899	7591	5497
2900	7594	5495
2901	7597	5492
2902	7600	5490
2903	7603	5487
2904	7606	5485
2905	7609	5483
2906	7612	5481
2907	7615	5478
2908	7618	5476
2909	7621	5473
2910	7624	5471
2911	7627	5469
2912	7630	5466
2913	7633	5464
2914	7636	5461
2915	7639	5459
2916	7642	5457
2917	7644	5454
2918	7647	5452
2919	7650	5449
2920	7652	5446
2921	7655	5444
2922	7658	5441
2923	7661	5439
2924	7663	5436
2925	7666	5434
2926	7668	5431
2927	7671	5429
2928	7674	5426
2929	7677	5424
2930	7680	5421
2931	7682	5418
2932	7685	5416
2933	7688	5413
2934	7691	5411
2935	7694	5409
2936	7697	5406
2937	7699	5404
2938	7702	5401
2939	7705	5399
2940	7708	5396
2941	7711	5394
2942	7713	5391
2943	7716	5388
2944	7718	5386
2945	7722	5384
2946	7725	5381
2947	7727	5379
2948	7730	5376
2949	7733	5374
2950	7736	5371
2951	7740	5369
2952	7743	5367
2953	7745	5364
2954	7748	5362
2955	7751	5359
2956	7754	5357
2957	7757	5355
2958	7759	5352
2959	7762	5349
2960	7765	5347
2961	7768	5344
2962	7771	5342
2963	7773	5339
2964	7776	5337
2965	7778	5334
2966	7781	5332
2967	7784	5329
2968	7787	5327
2969	7790	5324
2970	7792	5322
2971	7795	5319
2972	7798	5316
2973	7801	5314
2974	7804	5312
2975	7806	5309
2976	7809	5306
2977	7812	5304
2978	7814	5301
2979	7817	5299
2980	7820	5297
2981	7823	5294
2982	7826	5292
2983	7829	5289
2984	7832	5287
2985	7835	5284
2986	7838	5282
2987	7840	5279
2988	7843	5277
2989	7846	5274
2990	7848	5272
2991	7851	5269
2992	7854	5267
2993	7857	5264
2994	7860	5262
2995	7862	5259
2996	7865	5256
2997	7868	5254
2998	7871	5251
2999	7873	5249
3000	7876	5246
3001	7878	5243
3002	7880	5240
3003	7883	5238
3004	7886	5235
3005	7888	5232
3006	7891	5230
3007	7893	5227
3008	7895	5224
3009	7898	5221
3010	7900	5219
3011	7903	5216
3012	7905	5213
3013	7908	5210
3014	7910	5208
3015	7913	5205
3016	7915	5202
3017	7918	5200
3018	7920	5197
3019	7923	5194
3020	7925	5191
3021	7928	5189
3022	7930	5186
3023	7933	5184
3024	7936	5181
3025	7938	5178
3026	7940	5175
3027	7943	5173
3028	7945	5170
3029	7948	5167
3030	7951	5165
3031	7953	5162
3032	7955	5159
3033	7958	5156
3034	7960	5153
3035	7963	5151
3036	7965	5148
3037	7968	5146
3038	7970	5143
3039	7973	5140
3040	7975	5137
3041	7977	5135
3042	7980	5132
3043	7983	5129
3044	7985	5127
3045	7988	5124
3046	7990	5121
3047	7992	5118
3048	7995	5116
3049	7998	5113
3050	8000	5110
3051	8002	5108
3052	8005	5105
3053	8007	5102
3054	8010	5099
3055	8012	5097
3056	8015	5094
3057	8018	5091
3058	8020	5089
3059	8022	5086
3060	8025	5083
3061	8027	5081
3062	8030	5078
3063	8032	5075
3064	8035	5072
3065	8037	5070
3066	8040	5067
3067	8042	5064
3068	8045	5062
3069	8048	5059
3070	8050	5057
3071	8053	5054
3072	8055	5051
3073	8058	5049
3074	8061	5046
3075	8064	5044
3076	8067	5041
3077	8070	5039
3078	8072	5036
3079	8075	5033
3080	8078	5031
3081	8080	5028
3082	8083	5026
3083	8085	5023
3084	8088	5020
3085	8090	5017
3086	8093	5015
3087	8095	5012
3088	8098	5010
3089	8100	5007
3090	8103	5004
3091	8105	5001
3092	8108	4999
3093	8110	4996
3094	8113	4993
3095	8115	4990
3096	8117	4988
3097	8120	4985
3098	8122	4982
3099	8125	4980
3100	8128	4977
3101	8131	4975
3102	8133	4972
3103	8135	4969
3104	8138	4966
3105	8140	4964
3106	8143	4961
3107	8146	4959
3108	8148	4956
3109	8151	4953
3110	8153	4950
3111	8155	4948
3112	8158	4945
3113	8161	4942
3114	8163	4940
3115	8166	4937
3116	8168	4934
3117	8171	4932
3118	8173	4929
3119	8176	4926
3120	8178	4924
3121	8181	4921
3122	8183	4918
3123	8186	4915
3124	8188	4913
3125	8191	4910
3126	8193	4907
3127	8196	4905
3128	8198	4902
3129	8200	4899
3130	8203	4896
3131	8205	4894
3132	8208	4891
3133	8210	4888
3134	8213	4886
3135	8215	4883
3136	8218	4880
3137	8220	4877
3138	8223	4875
3139	8226	4872
3140	8228	4870
3141	8230	4867
3142	8233	4864
3143	8235	4861
3144	8238	4859
3145	8241	4856
3146	8243	4854
3147	8246	4851
3148	8248	4848
3149	8251	4846
3150	8254	4843
3151	8256	4840
3152	8259	4838
3153	8262	4835
3154	8264	4832
3155	8266	4830
3156	8269	4827
3157	8272	4824
3158	8274	4822
3159	8276	4819
3160	8279	4816
3161	8281	4814
3162	8284	4811
3163	8286	4808
3164	8289	4806
3165	8291	4803
3166	8294	4800
3167	8296	4797
3168	8298	4794
3169	8301	4792
3170	8304	4789
3171	8306	4787
3172	8309	4784
3173	8311	4781
3174	8314	4779
3175	8316	4776
3176	8319	4773
3177	8322	4771
3178	8324	4768
3179	8326	4765
3180	8329	4762
3181	8331	4760
3182	8334	4757
3183	8337	4755
3184	8339	4752
3185	8342	4749
3186	8344	4747
3187	8347	4744
3188	8349	4741
3189	8352	4739
3190	8355	4736
3191	8357	4733
3192	8359	4731
3193	8361	4728
3194	8364	4725
3195	8367	4722
3196	8369	4720
3197	8372	4717
3198	8374	4714
3199	8376	4711
3200	8379	4709
3201	8381	4706
3202	8384	4703
3203	8387	4701
3204	8389	4698
3205	8391	4695
3206	8394	4693
3207	8396	4690
3208	8399	4687
3209	8401	4685
3210	8404	4682
3211	8406	4679
3212	8409	4677
3213	8412	4674
3214	8414	4671
3215	8417	4669
3216	8420	4666
3217	8422	4664
3218	8424	4661
3219	8427	4658
3220	8429	4655
3221	8432	4653
3222	8435	4650
3223	8437	4647
3224	8440	4645
3225	8442	4642
3226	8445	4640
3227	8447	4637
3228	8450	4634
3229	8453	4632
3230	8456	4630
3231	8458	4627
3232	8461	4624
3233	8464	4622
3234	8466	4619
3235	8469	4616
3236	8471	4614
3237	8474	4611
3238	8476	4608
3239	8479	4605
3240	8482	4603
3241	8484	4600
3242	8487	4598
3243	8489	4595
3244	8492	4592
3245	8494	4590
3246	8497	4587
3247	8500	4585
3248	8502	4582
3249	8504	4579
3250	8507	4576
3251	8509	4574
